TH1961,by_the_cross_of_jesus_standing,Trinity Hymnal,1961,,"By the cross of Jesus standing,

Love our straitened souls expanding,

Taste we now the peace and grace!

Health from yonder tree is flowing,

Heavenly light is on it glowing,

From the blessed Suff'rer's face.

Here is pardon's pledge and token,

Guilt's strong chain for ever broken,

Righteous peace securely made;

Brightens now the brow once shaded,

Freshens now the face once faded,

Peace with God now makes us glad.

All the love of God is yonder,

Love above all thought and wonder,

Perfect love that casts out fear!

Strength, like dew, is here distilling,

Glorious life our souls is filling,

Life eternal, only here!

Here the living water welleth;

Here the Rock, now smitten, telleth

Of salvation freely giv'n:

This the fount of love and pity,

This the pathway to the city,

This the very gate of heav'n."
HAGA1895,calm_me_my_god_and_keep_me_calm,The Hymnal: published by the Authority of the General Assembly of the Presbyterian Church in the U.S.A.,1895,Gender Neutral,"1 Calm me, my God, and keep me calm,

While these hot breezes blow;

Be like the night-dew's cooling balm

Upon earth's fevered brow.


2 Calm me, my God, and keep me calm,

Soft resting on Thy breast;

Soothe me with holy hymn and psalm,

And bid my spirit rest.


3 Calm me, my God, and keep me calm,

Let Thine outstretch'd wing

Be like the shade of Elim's palm

Beside her desert-spring.


4 Yes, keep me calm, though loud and rude

The sounds my ear that greet,

Calm in the closet's solitude,

Calm in the bustling street;


5 Calm in the hour of buoyant health,

Calm in the hour of pain;

Calm in my poverty or wealth,

Calm in my loss or gain;


6 Calm in the sufferance of wrong,

Like Him who bore my shame,

Calm 'mid the threatening, taunting throng,

Who hate Thy holy Name;


7 Calm as the ray of sun or star

Which storms assail in vain;

Moving unruffled through earth's war,

The eternal calm to gain.


Amen."
BHPPD866,cheek_grow_pale_but_heart_be_vigorou,A Book of Hymns for Public and Private Devotion (15th ed.),1866,Gender Neutral,"Cheek grow pale, but heart be vigorous!

Body fall, but soul have peace!

Welcome, pain! thou searcher rigorous!

Slay me, but my faith increase.

Sin, o&#8217;er sense so softly stealing;

Doubt, that would my strength impair;

Hence at once from life and feeling!&#8212;

Now my cross I gladly bear.

Up, my soul! with clear sedateness

Read heaven&#8217;s law, writ bright and broad,

Up! a sacrifice to greatness,

Truth, and goodness,&#8212;up to God!

Up to labor! from thee shaking

Off the bonds of sloth, be brave!

Give thyself to prayer and waking;

Toil some fainting heart to save!

"
LSB2006,christ_is_our_cornerstone,Lutheran Service Book,2006,"Gender Neutral,Non-Archaic","1 Christ is our cornerstone,

On Him alone we build;

With His true saints alone

The courts of heav'n are filled.

On His great love 

Our hopes we place

Of present grace 

And joys above.


2 Here may we gain from heav'n

The grace which we implore,

And may that grace, once giv'n,

Be with us evermore

Until that day 

When all the blest

To endless rest 

Are called away.


3 Oh, then, with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing

And thus proclaim 

In joyful song,

Both loud and long, 

That glorious name.


"
CPACC,christ_is_our_cornerstone,Common Praise,1998,,"1 Christ is our cornerstone

on him alone we build;

with his true saints alone

the courts of heaven are filled.

On his great love 

our hopes we place

of present grace 

and joys above.


2 O then, with hymns of praise

these hallowed courts shall ring.

Our voices we will raise

the Three-in-One to sing,

and thus proclaim 

in joyful song,

both loud and long, 

that glorious name.


3 Here, gracious God, do thou

for evermore draw nigh;

accept each faithful vow,

and mark each suppliant sigh.

In copious shower

on all who pray,

each holy day

thy blessings pour.


4 Here may we gain from heaven

the grace which we implore;

and may that grace, once given,

be with us evermore,

until that day 

when all the blest

to endless rest 

are called away."
EH1916,christ_is_our_cornerstone,The Hymnal: as authorized and approved by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1916,1916,,"Christ is our cornerstone,

On him alone we build:

With his true saints alone

The courts of heaven are filled;

On his great love our hopes we place,

Of present grace and joys above.

O then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing,

And thus proclaim in joyful song,

Both loud and long, that glorious Name.

Here, gracious God, do thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day thy blessings pour.

Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore;

Until that day when all the blest

To endless rest are called away.

Amen.

"
HPEC1917,christ_is_our_cornerstone,The Church Hymnal: revised and enlarged in accordance with the action of the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892. (Ed. B),1898,Gender Neutral,"1 Christ is our corner-stone,

On Him alone we build:

With His true saints alone

The courts of heav'n are filled;

On His great love our hopes we place,

Of present grace and joys above.


2 Oh, then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing,

And thus proclaim in joyful song,

Both loud and long, that glorious Name.


3 Here, gracious God, do Thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day, Thy blessings pour.


4 Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore;

Until that day when all the blest

To endless rest are called away.


Amen."
HPEC1917,christ_is_our_cornerstone,The Church Hymnal: revised and enlarged in accordance with the action of the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892. (Ed. B),1898,Gender Neutral,"1 Christ is our corner-stone,

On Him alone we build:

With His true saints alone

The courts of heav'n are filled;

On His great love our hopes we place,

Of present grace and joys above.


2 Oh, then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing,

And thus proclaim in joyful song,

Both loud and long, that glorious Name.


3 Here, gracious God, do Thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day, Thy blessings pour.


4 Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore;

Until that day when all the blest

To endless rest are called away.


Amen."
HAGA1895,christ_is_our_cornerstone,The Hymnal: published by the Authority of the General Assembly of the Presbyterian Church in the U.S.A.,1895,Gender Neutral,"1 Christ is our Cornerstone,

On Him alone we build:

With His true saints alone

The courts of heaven are filled;

On His great love our hopes we place,

Of present grace and joys above.


2 O then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing,

And thus proclaim in joyful song,

Both loud and long, that glorious Name.


3 Here, gracious God, do Thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day, Thy blessings pour.


4 Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore;

Until that day when all the blest

To endless rest are called away.


Amen.


"
HRGC1892,christ_is_our_cornerstone,"The Hymnal, Revised and Enlarged, as adopted by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892",1894,Gender Neutral,"1 Christ is our corner-stone,

On Him alone we build:

With His true saints alone

The courts of heav'n are filled;

On His great love our hopes we place,

Of present grace and joys above.


2 Oh, then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing,

And thus proclaim in joyful song,

Both loud and long, that glorious Name.


3 Here, gracious God, do Thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day, Thy blessings pour.


4 Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore;

Until that day when all the blest

To endless rest are called away.


Amen."
HPEC1871,christ_is_our_cornerstone,Hymnal: according to the use of the Protestant Episcopal Church in the United States of America,1871,Gender Neutral,"1 Christ is our corner-stone,

On Him alone we build;

With His true saints above

The courts of heaven are filled,

On His great love our hopes we place

Of present grace and joys above.


2 O then with hymns of praise

These hallowed courts shall ring;

Our voices we will raise

The Three in One to sing;

And thus proclaim in joyful song,

Both loud and long that glorious Name.


3 Here, gracious God, do Thou

For evermore draw nigh;

Accept each faithful vow,

And mark each suppliant sigh;

In copious shower on all who pray,

Each holy day, Thy blessings pour.


4 Here may we gain from heaven

The grace which we implore;

And may that grace, once given,

Be with us evermore,

Until that day when all the blest

To endless rest are called away."
LSB2006,christ_jesus_lay_in_deaths_strong_band,Lutheran Service Book,2006,Non-Archaic,"1 Christ Jesus lay in death's strong bands,

For our offenses given;

But now at God's right hand He stands

And brings us life from heaven.

Therefore let us joyful be

And sing to God right thankfully

Loud songs of allelujah!

Allelujah!


2 No son of man could conquer death,

Such mischief sin had wrought us,

No innocence was found on earth,

And therefore death had brought us

Into bondage from of old

And ever grew more strong and bold

And held us as its captive.

Alleluia!


3 Christ Jesus, God's own Son, came down

His people to deliver;

Destroying sin, He took the crown

From death's pale brow forever:

Stripped of pow'r, no more it reigns;

An empty form alone remains;

Its sting is lost forever.

Allelia!


4 It was a strange and dreadful strife

When life and death contended.

The victory remained with life,

The reign of death was ended.

Holy Scripture plainly saith

Its sting is lost forever.

Allelujah!


5 Here the true Paschal Lamb we see,

Whom God so freely gave us;

He died on the accursed tree--

So strong His love--to save us.

See, His blood now marks our door;

Faith points to it; death passes o'er,

And Satan cannot harm us.

Allelujah!


6 So let us keep the festival

Whereto the Lord invites us;

Christ is Himself the Joy of all,

Now His grace to us imparts

Eternal sunshine to our hearts;

The night of sin is ended.

Allelujah!


7 Then let us feast this Easter Day

On Christ, the bread of heaven;

The Word of grace has purged away

The old and evil leaven.

Christ alone our souls will feed,

He is our meat and drink indeed;

Faith lives upon no other!

Allelujah!

"
ELH,christ_jesus_lay_in_deaths_strong_band,Evangelical Lutheran Hymnary,1996,,"1 Christ Jesus lay in death's strong bands,

For our offenses given;

But now at God's right hand He stands

And brings us life from heaven;

Therefore let us joyful be

And sing to God right thankfully

Loud songs of allelujah!

Allelujah!


2 No son of man could conquer death,

Such mischief sin had wrought us,

For innocence dwelt not on earth,

And therefore death had brought us

Into thraldom from of old

And ever grew more strong and bold

And kept us in its bondage.

Alleluia!


3 But Jesus Christ, God's only Son,

To our low state descended,

The cause of death He has undone,

Its pow'r forever ended,

Ruined all its right and claim

And left it nothing but the name,

Its sting is lost forever. 

Allelia!


4 It was a strange and dreadful strife

When Life and Death contended.

The victory remained with life,

The reign of death was ended;

Holy Scripture plainly saith

That death is swallowed up by death,

In vain it rages o'er us.

Allelujah!


5 Here the true Paschal Lamb we see,

Whom God so freely gave us;

He died on the accursed tree--

So strong His love--to save us.

See, His blood doth mark our door;

Faith points to it, death passes o'er,

And Satan cannot harm us.

Allelujah!


6 So let us keep the festival

Whereto the Lord invites us;

Christ is Himself the Joy of all,

The Sun that warms and lights us.

By His grace He doth impart

Eternal sunshine to the heart;

The night of sin is ended.

Allelujah!


7 Then let us feast this Easter Day

On Christ, the Bread of heaven;

The Word of Grace hath purged away

The old and evil leaven.

Christ alone our souls will feed,

He is our meat and drink indeed;

Faith lives upon no other.

Allelujah!


"
PH,christ_jesus_lay_in_deaths_strong_band,Presbyterian Hymnal,1990,Gender Neutral,"1 Christ Jesus lay in death's strong bands

For our offenses given;

But now at God's right hand Christ stands

And brings us life from heaven;

Therefore let us joyful be

And sing to God right thankfully

Loud songs of alleluia! Alleluia!


2 It was a strange and dreadful strife

When life and death contended;

The victory remained with life;

The reign of death was ended.

Holy Scripture plainly saith 

That death is swallowed up by death;

It's sting is lost forever! Alleluia!


3 Then let us feast this Easter Day

On the true Bread of Heaven;

The Word of grace hath purged away

The old and wicked leaven.

Christ alone our souls will feed;

Christ is our meat and drink indeed;

Faith lives upon no other! Alleluia!


"
TH,christ_jesus_lay_in_deaths_strong_band,Trinity Hymnal,1990,,"1 Christ Jesus lay in death's strong bands,

For our offenses given;

But now at God's right hand he stands

And brings us life from heaven;

Therefore let us joyful be

And sing to God right thankfully

Loud songs of hallelujah. Hallelujah!


2 It was a strange and dreadful strife

When life and death contended;

The victory remained with life,

The reign of death was ended;

Holy Scripture plainly saith

That death is swallowed up by death,

His sting is lost for ever. Hallelujah!


3 Here the true Paschal Lamb we see,

Whom God so freely gave us;

He died on the accursed tree--

So strong his love!--to save us.

See, his blood doth mark our door;

Faith points to it, death passes o'er,

And Satan cannot harm us. Hallelujah!


4 So let us keep the festival

Whereto the Lord invites us;

Christ is himself the Joy of all,

The Sun that warms and lights us.

By his grace he doth impart

Eternal sunshine to the heart;

The night of sin is ended. Hallelujah!


5 Then let us feast this joyful day

On Christ, the Bread of heaven;

The Word of grace hath purged away

The old and evil leaven.

Christ alone our souls will feed,

He is our meat and drink indeed;

Faith lives upon no other. Hallelujah!

"
UMH,christ_jesus_lay_in_deaths_strong_band,"United Methodist Hymnal, The",1989,,"1.	Christ Jesus lay in death's strong bands, 

	for our offenses given; 

	but now at God's right hand he stands, 

	and brings us life from heaven; 

	wherefore let us joyful be, 

	and sing to God right thankfully 

	loud songs of Alleluia!  Alleluia! 


2.	It was a strange and dreadful strife 

	when life and death contended; 

	the victory remained with life; 

	the reign of death was ended. 

	Stripped of power, no more it reigns, 

	and empty form alone remains; 

	death's sting is lost forever!  Alleluia! 


3.	So let us keep the festival 

	whereto the Lord invites us; 

	Christ is himself the joy of all, 

	the Sun that warms and lights us. 

	By his grace he doth impart 

	eternal sunshine to the heart; 

	the night of sin is ended! Alleluia! 


4.	Then let us feast this Easter day 

	on the true bread of heaven; 

	the Word of grace hath purged away 

	the old and wicked leaven. 

	Christ alone our souls will feed; 

	he is our meat and drink indeed; 

	faith lives upon no other! Alleluia! 


"
PsH,christ_jesus_lay_in_deaths_strong_band,Psalter Hymnal (Gray),1987,Non-Archaic,"1 Christ Jesus lay in death's strong bands, 

for our offenses given; 

but now at God's right hand he stands 

and brings us life from heaven. 

Therefore let us joyful be, 

and sing to God right thankfully 

loud songs of alleluia! 

Alleluia! 


2 It was a strange and dreadful strife 

when life and death contended. 

The victory remained with life; 

the reign of death was ended. 

Holy Scripture plainly says 

his death has swallowed up our death; 

its sting is lost forever. 

Alleluia! 


3 Here the true paschal Lamb we see, 

whom God so freely gave us. 

He died on the accursed tree  

so strong his love to save us. 

See, his blood now marks our door; 

faith points to it, death passes o'er, 

and Satan cannot harm us. 

Alleluia! 


4 So let us keep the festival 

to which the Lord invites us. 

Christ is himself the joy of all, 

the sun that warms and lights us. 

Now his grace to us imparts 

eternal sunshine to our hearts; 

the night of sin is ended. 

Alleluia! 


5 Then let us feast this holy day 

on Christ, the bread of heaven. 

The Word of grace has purged away 

the old and evil leaven. 

Christ alone our souls will feed; 

he is our meat and drink indeed; 

faith lives upon no other! 

Alleluia! 

"
EH1982,christ_jesus_lay_in_deaths_strong_band,Hymnal 1982: according to the use of the Episcopal Church,1985,,"1. Christ Jesus lay in death's strong bands

for our offenses given;

but now at God's right hand he stands,

and brings us life from heaven;

therefore let us joyful be,

and sing to God right thankfully

loud songs of alleluia! Alleluia!


2. It was a strange and dreadful strife

when life and death contended;

the victory remained with life;

the reign of death was ended;

stripped of power, no more he reigns,

an empty form alone remains;

his sting is lost forever! Alleluia!


3. So let us keep the festival

to which the Lord invites us;

Christ is himself the joy of all,

the sun that warms and lights us;

by his grace he doth impart

eternal sunshine to the heart;

the night of sin is ended! Alleluia!


4. Then let us feast this holy day

on the true bread of heaven;

the word of grace hath purged away

the old and wicked leaven;

Christ alone our souls will feed,

he is our meat and drink indeed;

faith lives upon no other! Alleluia!

"
EH1982,christ_jesus_lay_in_deaths_strong_band,Hymnal 1982: according to the use of the Episcopal Church,1985,,"1. Christ Jesus lay in death's strong bands

for our offenses given;

but now at God's right hand he stands,

and brings us life from heaven;

therefore let us joyful be,

and sing to God right thankfully

loud songs of alleluia! Alleluia!


2. It was a strange and dreadful strife

when life and death contended;

the victory remained with life;

the reign of death was ended;

stripped of power, no more he reigns,

an empty form alone remains;

his sting is lost forever! Alleluia!


3. So let us keep the festival

to which the Lord invites us;

Christ is himself the joy of all,

the sun that warms and lights us;

by his grace he doth impart

eternal sunshine to the heart;

the night of sin is ended! Alleluia!


4. Then let us feast this holy day

on the true bread of heaven;

the word of grace hath purged away

the old and wicked leaven;

Christ alone our souls will feed,

he is our meat and drink indeed;

faith lives upon no other! Alleluia!

"
RL,christ_jesus_lay_in_deaths_strong_band,Rejoice in the Lord,1985,,"1 Christ Jesus lay in death's strong bands

for our offenses given;

but now at God's right hand he stands,

and brings us life from heaven;

therefore let us joyful be,

and sing to God right thankfully

loud songs of alleluia! Alleluia!


2 It was a strange and dreadful strife

when life and death contended;

the victory remained with life;

the reign of death was ended.

Holy Scripture plainly saith

that death is swallowed up by death;

its sting is lost forever! Alleluia!


3 So let us keep the festival

whereto our Lord invites us.

Christ is himself the joy of all,

the Sun that warms and lights us.

By his grace he doth impart

eternal sunshine to the heart;

the night of sin is ended! Alleluia!


4 Then let us feast this Easter day

on the true bread of heaven;

the word of grace hath purged away

the old and wicked leaven.

Christ alone our souls will feed,

he is our meat and drink indeed;

faith lives upon no other! Alleluia!

"
TH1961,christ_jesus_lay_in_deaths_strong_band,Trinity Hymnal,1961,,"Christ Jesus lay in death's strong bands,

For our offenses given;

But now at God's right hand he stands

And brings us life from heaven;

Therefore let us joyful be

And sing to God right thankfully

Loud songs of hallelujah. Hallelujah!

It was a strange and dreadful strife

When life and death contended;

The victory remained with life,

The reign of death was ended;

Holy Scripture plainly saith

That death is swallowed up by death,

His sting is lost for ever. Hallelujah!

Here the true Paschal Lamb we see,

Whom God so freely gave us;

He died on the accursed tree-

So strong his love!-to save us.

See, his blood doth mark our door;

Faith points to it, death passes o'er,

And Satan cannot harm us. Hallelujah!

So let us keep the festival

Whereto the Lord invites us;

Christ is himself the Joy of all,

The Sun that warms and lights us.

By his grace he doth impart

Eternal sunshine to the heart;

The night of sin is ended. Hallelujah!

Then let us feast this joyful day

On Christ, the Bread of heaven;

The Word of grace hath purged away

The old and evil leaven.

Christ alone our souls will feed,

He is our meat and drink indeed;

Faith lives upon no other. Hallelujah!"
LSB2006,christ_the_lord_is_risen_today_christia,Lutheran Service Book,2006,"Gender Neutral,Non-Archaic","1 Christ the Lord is ris'n today; Alleluia!

Christians, hasten on your way; Alleluia!

Offer praise with love replete, Alleluia!

At the paschal victim's feet. Alleluia!


2 For the sheep the Lamb has bled, Alleluia!

Sinless in the sinner's stead. Alleluia!

Christ the Lord is ris'n on high; Alleluia!

Now He lives no more to die. Alleluia!


3 Hail, the victim undefiled, Alleluia!

God and sinners reconciled, Alleluia!

When contending death and life, Alleluia!

Met in strange and awesome strife. Alleluia!


4 Christians, on this holy day, Alleluia!

All your grateful homage pay; Alleluia!

Christ the Lord is ris'n on high; Alleluia!

Now He lives, no more to die. Alleluia!


"
ELH,christ_the_lord_is_risen_today_christia,Evangelical Lutheran Hymnary,1996,,"1 Christ the Lord is ris'n today; Alleluia!

Christians, haste your vows to pay; Alleluia!

Offer ye your praises meet Alleluia!

At the Paschal Victim's feet. Alleluia!


2 For the sheep the Lamb hath bled, Alleluia!

Sinless in the sinner's stead. Alleluia!

""Christ is ris'n,"" today we cry; Alleluia!

Now He lives no more to die. Alleluia!


3 Christ, the Victim undefiled, Alleluia!

God and man hath reconciled, Alleluia!

While in strange and aweful strife Alleluia!

Met together death and life: Alleluia!


4 Christians, on this happy day Alleluia!

Haste with joy your vows to pay. Alleluia!

""Christ is ris'n,"" today we cry; Alleluia!

Now He lives no more to die. Alleluia!


5 Christ, who once for sinners bled, Alleluia!

Now the First-born from the dead, Alleluia!

Throned in endless might and pow'r, Alleluia!

Lives and reigns forevermore. Alleluia!


6. Hail, eternal Hope on high! Alleluia!

Hail, Thou King of victory! Alleluia!

Hail, Thou Prince of Life adored! Alleluia!

Help and save us, gracious Lord. Alleluia!


"
CPACC,come_ever_blessed_spirit_come,Common Praise,1998,,"1 Come, ever blessed Spirit, come,

and make thy servants' hearts thy home;

may each a living temple be,

hallowed for ever, Lord, to thee.


2 Enrich that temple's holy shrine

with sevenfold gifts of grace divine:

with wisdom, light and knowledge bless,

strength, counsel, fear, and godliness.


3 O Trinity in Unity,

one only God and persons three,

in whom, through whom, by whom we live,

to Thee we praise and glory give:


4 So grant us to receive thy grace,

that we may see thy glorious face,

and ever with the heavenly host

praise Father, Son, and Holy Ghost."
ELH,come_holy_ghost_in_love_shed_on_u,Evangelical Lutheran Hymnary,1996,Gender Neutral,"1 Come, Holy Ghost, in love

Shed on us from above

Thine own bright ray.

Divinely good Thou art;

Thy sacred gifts impart

To gladden each sad heart.

O come today!


2 Come, tend'rest Friend and best,

Our most delightful Guest,

With soothing pow'r.

Rest which the weary know,

Shade mid the noontide glow,

Peace when deep griefs o'erflow,

Cheer us this hour.


3 Come, Light serene and still,

Our inmost bosoms fill,

Dwell in each breast.

We know no dawn butt Thine;

Send forthThy beams divine

On our dark souls to shine

And make us blest.


4 Exalt our low desires,

Extinguish passion's fires,

Heal ev'ry wound.

Our stubborn spirits bend,

Our icy coldness end,

Our devious steps attend

While heav'nward bound.


5 Come, all the faithful bless;

Let all who Christ confess

His praise employ.

Give virture's rich reward,

Victorious death accord

And, with our glorious Lord,

Eternal joy."
TH1961,come_holy_ghost_in_love_shed_on_u,Trinity Hymnal,1961,,"Come, Holy Ghost, in love

Shed on us from above

Thine own bright ray:

Divinely good thou art;

Thy sacred gifts impart

To gladden each sad heart:

O come today.

Come, tend'rest Friend and best,

Our most delightful Guest,

With soothing pow'r:

Rest, which thy weary know;

Shade, 'mid the noontide glow;

Peace, when deep griefs o'erflow,

Cheer us this hour.

Come, Light serene, and still

Our inmost bosoms fill;

Dwell in each breast:

We know no dawn but thine;

Send forth thy beams divine

On our dark souls to shine,

And make us blest.

Exalt our low desires;

Extinguish passion's fires;

His praise employ;

Give virtue's rich reward;

Victorious death accord,

And, with our glorious Lord,

Eternal joy."
HAGA1895,come_holy_ghost_in_love_shed_on_u,The Hymnal: published by the Authority of the General Assembly of the Presbyterian Church in the U.S.A.,1895,Gender Neutral,"1 Come, Holy Ghost, in love

Shed on us from above

Thine own bright ray:

Divinely good Thou art;

Thy sacred gifts impart

To gladden each sad heart:

O come today!


2 Come, tenderest Friend and best,

Our most delightful Guest,

With soothing power:

Rest, which the weary know;

Shade, 'mid the noontide glow;

Peace, when deep griefs o'erflow, --

Cheer us this hour.


3 Come, Light serene, and still,

Our inmost bosoms fill;

Dwell in each breast:

We know no dawn but Thine;

Send forth Thy beams divine

On our dark souls to shine,

And make us blest.


4 Exalt our low desires;

Extinguish passion's fires;

Heal every wound:

Our stubborn spirits bend,

Our icy coldness end,

Our devious steps attend,

While heavenward bound.


5 Come, all the faithful bless:

Let all who Christ confess

His praise employ;

Give virtue's rich reward;

Victorious death accord,

And, with our glorious Lord,

Eternal joy.


Amen."
HAGA1895,come_lord_and_tarry_not,The Hymnal: published by the Authority of the General Assembly of the Presbyterian Church in the U.S.A.,1895,Gender Neutral,"1 Come Lord, and tarry not;

Bring the long-looked-for day;

O why these years of waiting here,

These ages of delay?


2 Come, for Thy saints still wait;

Daily ascends their sigh:

The Spirit and the Bride say, ""Come"":

Dost Thou not hear the cry?


3 Come, for creation groans,

Impatient of Thy stay,

Worn out with these long years of ill,

These ages of delay.


4 Come, and make all things new;

Build up this ruined earth;

Restore our faded Paradise,

Creation's second birth.


5 Come, and bring Thy reign

Of everlasting peace;

Come, take the kingdom to Thyself,

Great King of Righteousness.


Amen.

"
LSB2006,come_thou_bright_and_morning_star,Lutheran Service Book,2006,Gender Neutral,"1 Come, Thou Bright and Morning Star,

Light of Light without beginning!

Shine upon us from afar

That we may be kept from sinning.

Drive away by Thy clear light

Our dark night.


2 Let Thy grace, like morning dew

Falling soft on barren places,

Comfort, quicken, and renew

Our dry souls and dying graces;

Bless Thy flock from Thy rich store

Evermore.


3 May Thy fervent love destroy

Our cold works, in us awaking

Ardent zeal and holy joy

At the purple morn's first breaking.

Let us truly rise ere yet

Life has set.


4 Ah! Thou Dayspring from on high,

Grant that at Thy next appearing 

We who in the graves do lie

May arise, Thy summons hearing,

And rejoice in our new life,

Far from strife.


5 Light us to those heav'nly spheres,

Sun of grace, in glory shrouded;

Lead us through this vale of tears

To the land where days unclouded,

Purest joy, and perfect peace

Never cease.

"
ELH,come_thou_bright_and_morning_star,Evangelical Lutheran Hymnary,1996,Gender Neutral,"1 Come, Thou Bright and Morning Star,

Light of light, without beginning!

Shine upon us from afar

That we may be kept from sinning.

Drive away by Thy clear light

Our dark night.


2 Let Thy grace, like morning dew

Falling soft on barren places,

Comfort, quicken, and renew

Our dry souls and dying graces;

Bless Thy flock from Thy rich store

Evermore.


3 May Thy fervent love destroy

Our cold works, in us awaking

Ardent zeal and holy joy

At the purple morn's first breaking.

Let us truly rise ere yet

Life has set.


4 Thou who hast gone up on high,

Grant that, when Thy trumpet soundeth,  

When with glory, in the sky,

Thee Thy cloud of saints surroundeth,

We may stand among Thine own,

Round Thy throne.


5 Light us to the golden shore

O Thou rising Sun of morning!

Lead where tears shall flow no more,

Where all sighs to songs are turning,

Where Thy glory sheds alway

Perfect day.


"
TH1961,come_to_our_poor_natures_night,Trinity Hymnal,1961,,"Come to our poor nature's night,

With thy blessed inward light,

Holy Ghost, the Infinite,

Comforter Divine.

We are sinful, cleanse us, Lord;

Sick and faint, thy strength afford;

Lost, until by thee restored,

Comforter Divine.

Like the dew thy peace distill;

Guide, subdue our wayward will,

Things of Christ unfolding still,

Comforter Divine.

With us, for us, intercede,

And, with voiceless groanings, plead

Our unutterable need,

Comforter Divine.

In us Abba, Father! cry,

Earnest of the bliss on high,

Seal of immortality,

Comforter Divine.

Search for us the depths of God;

Upwards by the starry road,

Bear us to thy high abode,

Comforter Divine."
EH1916,come_to_our_poor_natures_night,The Hymnal: as authorized and approved by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1916,1916,Gender Neutral,"Come to our poor nature's night

With thy blessed inward light,

Holy Ghost the Infinite,

Comforter divine.


We are sinful, cleanse us, Lord;

Sick and faint, thy strength afford;

Lost, until by thee restored,

Comforter divine.


Orphan are our souls and poor;

Give us from thy heavenly store

Faith, love, joy for evermore,

Comforter divine.


Like the dew thy peace distill;

Guide, subdue our wayward will,

Things of Christ unfolding still,

Comforter divine.


With us, for us, intercede,

And with voiceless groanings plead

Our unutterable need,

Comforter divine.


In us, ""Abba, Father,"" cry;

Earnest of the bliss on high,

Seal of immortality,

Comforter divine.


Search for us the depths of God;

Upwards, by the starry road,

Bear us to thy high abode,

Comforter divine.


Amen.


"
HPEC1917,come_to_our_poor_natures_night,The Church Hymnal: revised and enlarged in accordance with the action of the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892. (Ed. B),1898,Gender Neutral,"1 Come to our poor nature's night

With Thy bless'd inward light,

Holy Ghost, the infinite,

Comforter divine.


2 We are sinful, cleanse us, Lord;

Sick and faint, Thy strength afford;

Lost, until by Thee restored;

Comforter divine.


3 Orphan are our souls and poor;

Give us from Thy heavenly store

Faith, love, joy for evermore,

Comforter divine.


4 Like the dew our peace distil;

Guide, subdue our wayward will,

Things of Christ unfolding still,

Comforter divine.


5 Gentle, awful, holy Guest,

Make Thy temple in each breast;

There Thy presence by confest,

Comforter divine.


6 With us, for us, intercede,

And with voiceless groanings plead

Our unutterable need,

Comforter divine.


7 In us, ""Abba, Father,"" cry;

Earnest of the bliss on high,

Seal of immortality,

Comforter divine.


8 Search for us the depths of God;

Upwards, by the starry road,

Bear us to Thy high abode,

Comforter divine.


Amen.


"
