personID,personName,gender,personYear,deathYear
"McKibbin_C1","C. McKibbin",,0,0
"Merkley_C1","C. Merkley",,0,0
"Vries_CM1","C. Michael de Vries",M,0,0
"Temple_CM1","C. Miss Temple",F,0,0
"Monroe_C1","C. Monroe",,0,0
"Morgan_C1","C. Morgan",,0,0
"Morley_C1","C. Morley",,0,0
"Motesicky_C1","C. Motesicky",,0,0
"Mulligan_C1","C. Mulligan",,0,0
"Murray_C2","C. Murray",,0,0
"Gilbert_CN1","C. N. Gilbert",,0,0
"Henderson_CN1","C. N. Henderson",,0,0
"Hostetter_CN1","C. N. Hostetter",,0,0
"Nelson_CN2","C. N. Nelson",,0,0
"Oden_CN1","C. N. Oden",,0,0
"Pickop_CN3","C. N. Pickop",,0,0
"Pickop_CN2","C. N. Pickop",F,0,0
"Pine_CN1","C. N. Pine",,0,0
"Streatfield_CN1","C. N. Streatfield",,0,0
"Wood_CN","C. N. Wood",U,0,0
"Neff_C1","C. Neff",,0,0
"Nelsen_C1","C. Nelsen",,0,0
"Nelson_C1","C. Nelson",,0,0
"Nichols_C1","C. Nichols",,0,0
"Norman_C1","C. Norman",,0,0
"Nottbeck_C1","C. Nottbeck",,0,0
"Nyren_C1","C. Nyren",,0,0
"Blakeslee_CO1","C. O. Blakeslee",,0,0
"Brohaugh_CO1","C. O. Brohaugh",,0,0
"Dahlen_CO2","C. O. Dahlen",,0,0
"Dorrough_CO1","C. O. Dorrough",,0,0
"Earl_CO1","C. O. Earl",,0,0
"Thomas_COH1","C. O. H. Thomas",,0,0
"Hinckley_CO","C. O. Hinckley",,0,0
"VanZandt_CO1","C. O. Van Zandt",,0,0
"Vogel_CO1","C. O. Vogel",,0,0
"Wright_CO2","C. O. Wright",,0,0
"Benham_CO1","C. Orville Benham",,0,0
"Ott_C1","C. Ott",,0,0
"Abel_CP1","C. P. Abel",,0,0
"C.P.B.","C. P. B.",,0,0
"Baker_CP1","C. P. Baker",,0,0
"Blair_CP1","C. P. Blair",,0,0
"C_CP","C. P. C.",U,0,0
"Cranch_CP1","C. P. Cranch",,0,0
"Curry_CP1","C. P. Curry",,0,0
"Flanders_CP1","C. P. Flanders",,0,0
"Gandy_CP1","C. P. Gandy",,0,0
"Gardner_CP1","C. P. Gardner",,0,0
"Hodge_CP1","C. P. Hodge",F,0,0
"Jones_CP","C. P. J.",M,1865,1949
"Jacobs_CP1","C. P. Jacobs",,0,0
"Masden_CP1","C. P. Masden",,0,0
"Morrison_CP1","C. P. Morrison",,0,0
"Mullin_CP1","C. P. Mullin",F,0,0
"Smith_CA1","C. P. Smith",,0,0
"Smith_CP2","C. P. Smith",,0,0
"Swaim_CP1","C. P. Swaim",,0,0
"Swain_CP1","C. P. Swain",,0,0
"Whitford_CP","C. P. Whitford",M,0,0
"Palumbella_C1","C. Palumbella",,0,0
"Mudd_CP1","C. Patrick Mudd",,0,0
"Longley_CP1","C. Payson Longley",,0,0
"Perren_C1","C. Perren",,0,0
"Perrin_C3","C. Perrin",,0,0
"Peter_C","C. Peter",U,0,0
"Pflueger_C1","C. Pflueger",,0,0
"Conz_CP1","C. Philipp Conz",,0,0
"Pledger_C1","C. Pledger",,0,0
"Praetorius_C1","C. Praetorius",,0,0
"Prindle_C1","C. Prindle",,0,0
"Wright_CQ1","C. Q. Wright",,0,0
"Baker_CR1","C. R. Baker",,0,0
"CRBaker1","C. R. Baker",,0,0
"Ballou_CR2","C. R. Ballou",,0,0
"Ballou_CR3","C. R. Ballou",F,0,0
"Blackall_CR3","C. R. Blackall",F,0,0
"Blackall_CR2","C. R. Blackall",M,1830,1924
"Bowen_CR1","C. R. Bowen",,0,0
"Curlee_CR1","C. R. Curlee",,0,0
"Dale_CR1","C. R. Dale",,0,0
"Dunbar_CR","C. R. Dunbar",M,1858,1958
"Ebey_CR1","C. R. Ebey",,0,0
"Followell_CR1","C. R. Followell",,0,0
"Freeman_CR2","C. R. Freeman",,0,0
"Gabriel_CR1","C. R. Gabriel",,0,0
"Gale_CR","C. R. Gale",M,0,0
"CRGibsonCo1","C. R. Gibson & Co.",U,0,0
"H_CR","C. R. H.",,0,0
"Hodge_CR1","C. R. Hodge",,0,0
"Vawter_CRL1","C. R. L. Vawter",M,0,0
"Leftwich_CR1","C. R. Leftwich",,0,0
"Malton_CR1","C. R. Malton",,0,0
"Melton_CR3","C. R. Melton",,0,0
"Melton_CR2","C. R. Melton",F,0,0
"Miller_CR1","C. R. Miller",,0,0
"Morris_CR1","C. R. Morris",,0,0
"Osbeck_CR1","C. R. Osbeck",,0,0
"Piwty_CR1","C. R. Piwty",,0,0
"Ray_CR1","C. R. Ray",,0,0
"Reed_CR1","C. R. Reed",,0,0
"Rankin_C1","C. Rankin",,0,0
"Reid_C2","C. Reid",,0,0
"Reuss_C1","C. Reuss",,0,0
"Rice_C1","C. Rice",F,0,0
"Richardt_C1","C. Richardt",,0,0
"Richey_C1","C. Richey",,0,0
"Rogberg_C1","C. Rogberg",,0,0
"Roth_C1","C. Roth",,0,0
"Rowe_C1","C. Rowe",,0,0
"Rudisell_C1","C. Rudisell",,0,0
"Runge_C1","C. Runge",,0,0
"Russell_C1","C. Russell",,0,0
"Hurditch_CR1","C. Russell Hurditch",,0,0
"Bailey_CS1","C. S. Bailey",,0,0
"Beatson_CS","C. S. Beatson",U,0,0
"Boyd_CS1","C. S. Boyd",,0,0
"Broom_CS1","C. S. Broom",,0,0
"Bullock_CS1","C. S. Bullock",,0,0
"Bullock_CS","C. S. Bullock",U,0,0
"Cadwallader_CS1","C. S. Cadwallader",,0,0
"Colburn_CS1","C. S. Colburn",,0,0
"Davis_CS1","C. S. Davis",,0,0
"Fenner_CS1","C. S. Fenner",,0,0
"Ferris_CS1","C. S. Ferris",,0,0
"CSFrancis1","C. S. Francis",,0,0
"CSFrancisCo1","C. S. Francis & Co.",U,0,0
"Grogan_CS1","C. S. Grogan",,0,0
"Whitmarsh_CS","C. S. Guild",F,1827,1898
"Howe_CS","C. S. H.",U,0,0
"Dunn_CSH1","C. S. H. Dunn",,0,0
"Hamilton_CS1","C. S. Hamilton",,0,0
"Harrington_CS4","C. S. Harrington",,0,0
"Holt_CS1","C. S. Holt",,0,0
"Hull_CS1","C. S. Hull",,0,0
"Kauffman_CS1","C. S. K.",,0,0
"M_CS","C. S. M.",,0,0
"McBride_CS2","C. S. McBride",,0,0
"Ulber_CS1","C. S. Ulber",,0,0
"CSVanWinkle1","C. S. Van Winkle",,0,0
"Wynn_CS1","C. S. Wynn",,0,0
"Schuchard_C1","C. Schuchard",,0,0
"Schuetz_C1","C. Schuetz",,0,0
"Schumann_C1","C. Schumann",,0,0
"CScribnerssons1","C. Scribner's sons",,0,0
"Seebach_C1","C. Seebach",,0,0
"Shelton_C2","C. Shelton",,0,0
"Shierling_C1","C. Shierling",,0,0
"Simper_C1","C. Simper",M,1857,1942
"Smith_C5","C. Smith",,0,0
"Southgate_C2","C. Southgate",,0,0
"Thoburn_CS1","C. Stanley Thoburn",,0,0
"Starke_C1","C. Starke",,0,0
"Stewart_C2","C. Stewart",,0,0
"StewartBesserer_C1","C. Stewart-Besserer",F,0,0
"Calverly_CS1","C. Stuart Calverly",,0,0
"Sumner_C4","C. Sumner",,0,0
"Bowen_CT","C. T. Bowen",U,0,0
"Brooke_CT1","C. T. Brooke",,0,0
"Carlton_CT1","C. T. Carlton",,0,0
"Carr_CT1","C. T. Carr",,0,0
"Catlin_CT1","C. T. Catlin",U,0,0
"Floyd_CT1","C. T. Floyd",,0,0
"Haines_CT1","C. T. Haines",,0,0
"Havens_CT1","C. T. Havens",,0,0
"Hollingsworth_CT1","C. T. Hollingsworth",,0,0
"Hyde_CT1","C. T. Hyde",,0,0
"Ives_CT2","C. T. Ives",,0,0
"Johnson_CT1","C. T. Johnson",,0,0
"McCormack_CT1","C. T. McCormack",,0,0
"Moore_CT1","C. T. Moore",,0,0
"Russell_CT3","C. T. Russell",F,0,0
"Russell_CT2","C. T. Russell",M,1852,1916
"Speed_CT1","C. T. Speed",,0,0
"Torrey_CT1","C. T. Torrey",,0,0
"CTWilliamsMusicCo1","C. T. Williams Music Co.",U,0,0
"Tatum_C1","C. Tatum",,0,0
"Teesdale_C","C. Teesdale, 1782-1855",M,1782,1855
"Thompson_C5","C. Thompson",,0,0
"Thomson_C1","C. Thomson",,0,0
"Tibell_C1","C. Tibell",F,1820,1901
"Tistler_C","C. Tistler",,0,0
"Tower_C1","C. Tower",,0,0
"Trembly_C1","C. Trembly",,0,0
"Link_CU1","C. U. Link",,0,0
"Austin_CV2","C. V. Austin",,0,0
"Frisinger_CV","C. V. F.",,0,0
"Heaton_CV1","C. V. Heaton",,0,0
"Nichols_CV1","C. V. Nichols",,0,0
"Strickland_CV1","C. V. S.",M,0,0
"CVStrickland1","C. V. Strickland & Son",,0,0
"Watkins_CV1","C. V. Watkins",,0,0
"Waugh_CV1","C. V. Waugh",,0,0
"Wood_CV1","C. V. Wood",,0,0
"VanHorn_C1","C. Van Horn",M,0,0
"CVinten1","C. Vinten",,0,0
"Schmid_C1","C. von Schmid",,0,0
"Ablett_CW1","C. W. Ablett",,0,0
"Adams_CW1","C. W. Adams",,0,0
"Ainsworth_CW1","C. W. Ainsworth",,0,0
"Ashbough_CW1","C. W. Ashbough",,0,0
"Bailey_CW1","C. W. Bailey",,0,0
"Ballew_CW2","C. W. Ballew",,0,0
"Beadbeater_CW1","C. W. Beadbeater",,0,0
"Bellew_CW1","C. W. Bellew",,0,0
"Blake_CW1","C. W. Blake",,0,0
"Boettiger_CW1","C. W. Boettiger",,0,0
"Bronson_CW1","C. W. Bronson",,0,0
"Brown_CW1","C. W. Brown",,0,0
"Burton_CW1","C. W. Burton",,0,0
"Butler_CW1","C. W. Butler",,0,0
"Byron_CW1","C. W. Byron",,0,0
"Huntington_CWC1","C. W. C. Huntington",,0,0
"Carroll_CW1","C. W. Carroll",,0,0
"Chase_CW1","C. W. Chase",,0,0
"Collinge_CW2","C. W. Collinge",,0,0
"Combs_CW1","C. W. Combs",,0,0
"Cooper_CW1","C. W. Cooper",,0,0
"Corfe_CW","C. W. Corfe",U,0,0
"Crithfield_CW1","C. W. Crithfield",,0,0
"Denison_CW1","C. W. Denison",,0,0
"Dickinson_CW1","C. W. Dickinson",,0,0
"Duffer_CW1","C. W. Duffer",,0,0
"CWDunbar1","C. W. Dunbar",,0,0
"Dunbar_CW1","C. W. Dunbar",,0,0
"Bond_CWE1","C. W. E. B.",,0,0
"Foss_CW1","C. W. Foss",,0,0
"Frady_CW1","C. W. Frady",,0,0
"Freeman_CW1","C. W. Freeman",,0,0
"Garoutte_CW1","C. W. Garoutte",,0,0
"Hatcher_CW1","C. W. Hatcher",,0,0
"Hay_CW1","C. W. Hay",,0,0
"Hepler_CW1","C. W. Hepler",,0,0
"Hiser_CW1","C. W. Hiser",,0,0
"Holmes_CW1","C. W. Holmes",,0,0
"Humphreys_C","C. W. Humphreys",U,0,0
"Humphreys_CW","C. W. Humphries",M,1840,1921
"James_CW1","C. W. James",,0,0
"Jones_CW2","C. W. Jones",,0,0
"Jordan_CW","C. W. Jordan",M,1840,1909
"Lauder_CW1","C. W. Lauder",,0,0
"Lawley_CW1","C. W. Lawley",,0,0
"Leadbeater_CW1","C. W. Leadbeater",,0,0
"Lyon_CW1","C. W. Lyon",,0,0
"Crossan_CWM1","C. W. M. Crossan",,0,0
"May_CW1","C. W. May",,0,0
"Morrison_CW1","C. W. Morrison",,0,0
"Nelson_CW1","C. W. Nelson",,0,0
"Parnell_CW1","C. W. Parnell",,0,0
"Penland_CW1","C. W. Penland",,0,0
"Poole_CW1","C. W. Poole",M,1828,1924
"Power_CW1","C. W. Power",,0,0
"Ray_CW2","C. W. Ray",,0,0
"Ray_CW3","C. W. Ray",M,0,0
"Riley_CW1","C. W. Riley",,0,0
"Robbins_CW1","C. W. Robbins",,0,0
"Ross_CW1","C. W. Ross",,0,0
"Roy_CW1","C. W. Roy",,0,0
"Rya_CW1","C. W. Rya",,0,0
"Sanders_CW1","C. W. Sanders",,0,0
"Schaefer_CW1","C. W. Schaefer",,0,0
"Schaeffer_CW5","C. W. Schaeffer",,0,0
"ScottMoncrieff_CW1","C. W. Scott-Moncrieff",,0,0
"Sherwood_CW1","C. W. Sherwood",,0,0
"Show_CW1","C. W. Show",,0,0
"Smith_CW1","C. W. Smith",,0,0
"Stanley_CW1","C. W. Stanley",,0,0
"Stayner_CW1","C. W. Stayner",,0,0
"Stevens_CW1","C. W. Stevens",,0,0
"Stone_CW1","C. W. Stone",,0,0
"Stubbs_CW1","C. W. Stubbs",M,1845,1912
"Taylor_CW1","C. W. Taylor",,0,0
"Teller_CW1","C. W. Teller",,0,0
"Thompson_CW1","C. W. Thompson",M,0,0
"CWThompsonCo1","C. W. Thompson & Co.",U,0,0
"Von_CCW1","C. W. Von Crayer",U,0,0
"Waggoner_CW1","C. W. Waggoner",,0,0
"Walker_CW1","C. W. Walker",,0,0
"Wandell_CW1","C. W. Wandell",M,1819,1919
"Way_CW1","C. W. Way",,0,0
"Welch_CW1","C. W. Welch",,0,0
"Welsh_CW1","C. W. Welsh",,0,0
"Wendte_CW","C. W. Wendte",M,1844,1931
"Wiendenfald_CW1","C. W. Wiendenfald",,0,0
"Young_CW1","C. W. Young",,0,0
"Wagner_C1","C. Wagner",,0,0
"Warren_C1","C. Warren",F,0,0
"Watanabe_C1","C. Watanabe",,0,0
"Webb_C4","C. Webb",,0,0
"Weidler_C1","C. Weidler",,0,0
"Weisse_C1","C. Weisse",,0,0
"Weye_C1","C. Weye",,0,0
"Whitehead_C2","C. Whitehead",M,1842,1922
"Coombs_CW1","C. Whitney Coombs",,0,0
"Williams_C5","C. Williams",,0,0
"Wiman_C1","C. Wiman",,0,0
"Douglas_CW1","C. Winfred Douglas, 1867-1944",M,1867,1944
"Wonnberger_C1","C. Wonnberger",,0,0
"Wordsworth_C6","C. Wordsworth",,0,0
"Lindley_CZ","C. Z. Lindley",,0,0
"Zoller_C1","C. Zoller",,0,0
"Jutson_C","C.B. Jutson, 1870 - 1930",U,1870,1930
"Mudie_CE1","C.E. Mudie, 1818 - 1890",M,1818,1890
"Naylor_C","C.L. Naylor",U,0,0
"Shelton_CG1","Caddie G. Shelton",,0,0
"Malan_C","Cæsar Malan",U,0,0
"Calamy1","Calamy",,0,0
"Caldwell_W","Caldwell",M,0,0
"Rice_CY1","Cale Young Rice",,0,0
"Beck_C1","Caleb Beck",,0,0
"Dunn_C1","Caleb Dunn",,0,0
"Weeks_CS","Caleb S. Weeks",,0,0
"Winchester_CT1","Caleb T. Winchester",M,1847,1920
"Taylor_CJ","Caleb Taylor",M,0,0
"Altsttter_C1","Calia Altst'tter",,0,0
"Altstaetter_C1","Calia Altstaetter",,0,0
"Altstaettler_C1","Calia Altstaettler",,0,0
"Lavallee_C","Calixa Lavallée",M,1842,1891
"Sharpe_C1","Calkey Sharpe",,0,0
"Callcott1","Callcott",,0,0
"Fisk_C3","Callena Fisk",,0,0
"Templeman_C1","Callie Templeman",,0,0
"Webb_C5","Callye Webb",,0,0
"Busch_CA","Calvin A. Busch",M,0,0
"Burrell_C","Calvin Burrell",U,0,0
"Curtis_C1","Calvin Curtis",,0,0
"Pinson_CF1","Calvin F. Pinson",,0,0
"Rinson_CF1","Calvin F. Rinson",,0,0
"Laufer_CW","Calvin W. Laufer ",M,1874,1938
"Waters_C1","Calvin Waters",,0,0
"Knight_CJ1","Camella J. Knight",,0,0
"Cameron1","Cameron",,0,0
"Sanderson_C1","Camilla Sanderson",,0,0
"Harrison_C","Camille Harrison",F,0,0
"Saint-Saëns_C","Camille Saint-Saëns",M,1835,1921
"Cooper_C1","Cammella Cooper",,0,0
"Campbell1","Campbell",,0,0
"Coyle_C1","Campbell Coyle",,0,0
"CanadaChristianAdvocate1","Canada Christian Advocate",,0,0
"CanadaChristianConference1","Canada Christian Conference",,0,0
"CanadianCatholicConference1","Canadian Catholic Conference",,0,0
"Smith_CP3","Candis P. Smith",,0,0
"CanfieldRobins1","Canfield & Robins",,0,0
"Welch_EA1","Canon Edward A. Welch",M,1860,1932
"Garbett_AS1","Canon Garbett",,0,0
"Smith_IG2","Canon I. Gregory Smith",M,1826,1920
"roberts_w","Canon W. Roberts, 1842-1909",U,0,0
"CantateOmnesPublications1","Cantate Omnes Publications",,0,0
"CanterburyShakers1","Canterbury Shakers",,0,0
"CanyonPress1","Canyon Press",U,0,0
"Capers1","Capers",,0,0
"Carter_RN1","Capt. R. Nelson Carter",,0,0
"price_ca","Captain Alan Price",M,0,0
"Evans_CB1","Cara B. Evans",,0,0
"Roberts_C","Caradog Roberts, 1878-1935",M,1878,1935
"Carden_AD","Carden, Allen D.",,0,0
"Manning_H1","Cardinal Manning",M,0,0
"Boggess_C","Carey Boggess",U,0,0
"Bonner_C","Carey Bonner",M,1859,1938
"Blackmore_CA3","Carl A. Blackmore",M,0,0
"Campbell_CA1","Carl A. Campbell",M,0,0
"Ackerman_C1","Carl Ackerman",M,0,0
"CarlAsplind1","Carl Asplind",M,0,0
"Bailey_C1","Carl Bailey",M,0,0
"Boberg_C2","Carl Boberg",M,0,0
"Boberg_CG","Carl Boberg",M,1859,0
"Harwood_CC1","Carl C. Harwood",M,0,0
"CarlCWalker1","Carl C. Walker",M,0,0
"CarlCist","Carl Cist",U,0,0
"Cleveland_C1","Carl Cleveland",M,0,0
"Cross_C1","Carl Cross",M,0,0
"Ditson_C","Carl Ditson",M,0,0
"Doving_C1","Carl Döving",M,1867,1937
"Backstrom_CE","Carl E. Backstrom",M,0,0
"Price_CF4","Carl F. Price",M,0,0
"Ferguson_C1","Carl Ferguson",F,0,0
"CarlFischer1","Carl Fischer",M,0,0
"Fisher_C4","Carl Fisher",M,0,0
"Price_CF5","Carl Fowler Price",M,0,0
"Hartmann_CF3","Carl Friedrick Hartmann",M,0,0
"Lewis_CH1","Carl H. Lewis",M,0,0
"CarlHammer1","Carl Hammer",M,0,0
"Hart_C1","Carl Hart",F,0,0
"Hilty_C1","Carl Hilty, 1833-1909",M,0,0
"Jernagan_CH1","Carl Hugh Jernagan",M,0,0
"Aschenfeldt_CJ1","Carl J. Aschenfeldt",M,1792,1855
"Helmich_CJ1","Carl J. Helmich",M,0,0
"Nelson_CJ1","Carl J. Nelson",M,0,0
"Johengen_C","Carl Johengen",M,0,0
"Stam_CL","Carl L. Stam",M,0,0
"Weber_CM","Carl Maria von Weber",M,1786,1826
"Maultsby_C","Carl MaultsBy",M,0,0
"Mueller_C","Carl Mueller",U,0,0
"Nielsen_C","Carl Nielsen, 1865-1931",M,1865,1931
"Boget_CO1","Carl O. Boget",M,0,0
"Rosenius_CO1","Carl Olof Rosenius",M,0,0
"Reed_C2","Carl Reed",,0,0
"Reed_C3","Carl Reed",M,0,0
"Reinecke_CH","Carl Reinecke",M,1824,1910
"Roehl_C1","Carl Roehl",M,0,0
"Rothe_C1","Carl Rothe",M,0,0
"Hagenbach_CR2","Carl Rudolph Hagenbach",M,1801,1874
"Stovall_C1","Carl Stovall",F,0,0
"Sumner_C5","Carl Sumner",M,0,0
"Unruh_C1","Carl Unruh",M,0,0
"Landahl_CW","Carl W. Landahl, b. 1908",M,0,0
"Ramler_CW1","Carl Wilhelm Ramler",M,0,0
"Wiltse_C","Carl Wiltse",M,0,0
"Young_C3","Carl Young",M,0,0
"Carleton1","Carleton",,0,0
"Rossini_C1","Carlo Rossini",,0,0
"Plummer_CA3","Carlos A. Plummer",,0,0
"Barrentine_C1","Carlos Barrentine",,0,0
"Plummer_C","Carlos Plummer",M,0,0
"Puig_C","Carlos Puig",U,0,0
"Rosas_","Carlos Rosas",,0,0
"Swift_C1","Carlos Swift",,0,0
"Tewksbury_C1","Carlos Tewksbury",,0,0
"Wilcox_Carlos","Carlos Wilcox",M,1794,1827
"CarltonLanahan1","Carlton & Lanahan",,0,0
"CarltonPhillips1","Carlton & Phillips",,0,0
"CarltonPorter1","Carlton & Porter",,0,0
"Bradshaw_C1","Carlton Bradshaw",,0,0
"Burgess_C","Carlton Burgess",M,0,0
"Pena_C","Carmen Pena",,0,0
"Dugan_CA1","Caro A. Dugan",,0,0
"May_C5","Caro May",,0,0
"Browning_C1","Carol Browning, b. 1956",F,0,0
"Cymbala_C1","Carol Cymbala",F,0,0
"Greene_C","Carol Greene",F,0,0
"Harris_C","Carol Harris",F,0,0
"Sayre_CH1","Carol Hart Sayre",,0,0
"Appelquist_CJ1","Carol J. Appelquist",,0,0
"Giesbrecht_CM1","Carol M. Giesbrecht",,0,0
"Mayes_C","Carol Mayes",F,0,0
"Morgan_CMA1","Carol McAfee Morgan",,0,0
"McClure_C","Carol McClure",F,0,0
"Dahlen_CO3","Carol O. Dahlen",,0,0
"Ikeler_CR1","Carol Rose Ikeler, b.1920",,0,0
"Simmons_C1","Carol Simmons",,0,0
"Simms_C1","Carol Simms",,0,0
"Snow_C1","Carol Snow",,0,0
"Petter_CV","Carol Vriend Petter",F,0,0
"Etzler_Carole","Carole A. Etzler",F,0,0
"Nairne_CO1","Carolina O. Nairne",,0,0
"Southey_CAB1","Caroline A. B. Southey",F,1786,1854
"Condit_CB1","Caroline B. Condit",F,0,0
"Parker_CB3","Caroline B. Parker",F,0,0
"Howe_CD1","Caroline Dana Howe",F,0,0
"Mansfield_CED1","Caroline E. D. Mansfield",F,0,0
"Norton_CES1","Caroline E. S. Norton",F,0,0
"May_CE1","Caroline Elizabeth May, 1808 - 1873",F,0,0
"Wilson_CF1","Caroline Fry Wilson",F,1787,1846
"Gilman_C1","Caroline Gilman",F,1794,0
"Goforth_C1","Caroline Goforth",F,0,0
"Griffiths_C1","Caroline Griffiths",F,0,0
"Dall_CH2","Caroline H. Dall",F,0,0
"Rhodes_CH","Caroline H. Rhodes",,0,0
"Hazard_C1","Caroline Hazard",F,0,0
"Bartlett_CJ1","Caroline J. Bartlett",F,0,0
"Kellogg_C1","Caroline Kellogg",F,0,0
"Goodenough_CL2","Caroline L. Goodenough",F,1856,1946
"Smith_CL","Caroline L. Smith",F,1827,1886
"Goodenough_CL3","Caroline Leonard Goodenough",F,0,0
"Noel_CM","Caroline M. Noel",F,1817,1877
"Maude_C","Caroline Maude (Viscountess Hawarden)",F,0,0
"Norton_C5","Caroline Norton",F,0,0
"Rudolphi_C1","Caroline Rudolphi",F,0,0
"Alden_CS1","Caroline S. Alden",F,0,0
"Sawyer_C1","Caroline Sawyer",F,0,0
"SandellBerg_KW","Caroline V. Sandell Berg",F,1823,1903
"Sewall_CW1","Caroline W. Sewall",F,0,0
"Weston_C1","Caroline Weston",F,0,0
"Nairn_C1","Caroline, Baroness of Nairn",,0,0
"Johnson_CB","Carolyn Beezhold Johnson",F,0,0
"BolgerPayne_C","Carolyn Bolger-Payne",F,0,0
"DesGranges_C1","Carolyn DesGranges",,0,0
"Freeman_CE1","Carolyn E. Freeman",,0,0
"Freeman_C1","Carolyn Freeman",,0,0
"Fritsch_C","Carolyn Fritsch",F,0,0
"Glover_C1","Carolyn Glover",,0,0
"McDade_C","Carolyn McDade",F,0,0
"Freeman_CR3","Carolyn R. Freeman",,0,0
"Carr1","Carr",F,0,0
"Carrell","Carrell",M,1787,1854
"Terry_C1","Carria Terry",,0,0
"Hart_CA1","Carrie A. Hart",F,0,0
"Thomas_CA1","Carrie A. Thomas",F,0,0
"Adams_CB1","Carrie B. Adams",F,0,0
"Brown_C3","Carrie Brown",F,0,0
"Beck_CE1","Carrie E. Beck",F,0,0
"Brack_CE1","Carrie E. Brack",F,0,0
"Breck_CE","Carrie E. Breck",F,1855,1934
"Hall_CE1","Carrie E. Hall",F,0,0
"Koch_CE1","Carrie E. Koch",F,0,0
"Riedel_CE1","Carrie E. Riedel",F,0,0
"Roundefell_CE1","Carrie E. Roundefell",F,0,0
"Rounsefell_C","Carrie E. Rousenfell, 1861-1930",F,1861,1930
"Hardcastle_CH1","Carrie H. Hardcastle",F,0,0
"Butcher_CK1","Carrie K. Butcher",F,0,0
"Hearn_CL1","Carrie L. Hearn",F,0,0
"Land_C1","Carrie Land",F,0,0
"Bower_CL1","Carrie Lee Bower",F,0,0
"Bowyer_CL1","Carrie Lee Bowyer",F,0,0
"Flowers_CM1","Carrie M. Flowers",F,0,0
"Wilson_CM1","Carrie M. Wilson",F,0,0
"Moody_C1","Carrie Moody",F,0,0
"Wunder_CS1","Carrie S. Wunder",F,0,0
"Hamilton_CV1","Carrie V. Hamilton",F,0,0
"Weed_C1","Carrie Weed",F,0,0
"Wright_C2","Carrie Wright",F,0,0
"Fisher_CB1","Carroll B. Fisher",F,0,0
"King_CC1","Carroll C. King",,0,0
"Carseer1","Carseer",,0,0
"Carter2","Carter",,0,0
"Carter3","Carter",F,0,0
"CarterHendee1","Carter and Hendee",U,0,0
"CarterHendeeBabcock1","Carter, Hendee & Babcock",,0,0
"CarterHendeeCo1","Carter, Hendee & Co.",U,0,0
"Carton1","Carton",,0,0
"Cary1","Cary",,0,0
"Florio_C2","Caryl Florio",,0,0
"Florio_C3","Caryl Florio",,0,0
"Jones_CR1","Casgl. R. Jones",,0,0
"Casgliad1","Casgliad",,0,0
"Davies_C3","Casgliad Morris Davies",,0,0
"Davies_CM1","Casgliad Morris Davies",,0,0
"Cardenas_C","Casiodoro Cardenas",M,0,0
"Ett_C","Caspar Ett, 1788-1847",M,1788,1847
"Franck_C1","Caspar Franck",,0,0
"Fugger_C1","Caspar Fugger",,0,0
"Geipser_C1","Caspar Geipser",,0,0
"Heunisch_C1","Caspar Heunisch",,0,0
"Huberinus_C1","Caspar Huberinus",,0,0
"Melissander_C1","Caspar Melissander",,0,0
"Schmucker_C2","Caspar Schmucker",,0,0
"Schmucker_C3","Caspar Schmucker",,0,0
"Schuster_C1","Caspar Schuster",,0,0
"Warnberg_C1","Caspar von Warnberg",M,0,0
"Ziegler_C1","Caspar Ziegler",,0,0
"Braitmichel_C1","Casper Braitmichel",,0,0
"Schneider_C1","Casper Schneider",,0,0
"William_CG1","Cassie G. William",,0,0
"Caswall1","Caswall",,0,0
"Bethune_C1","Catharine Bethune",,0,0
"Bright_C1","Catharine Bright",,0,0
"Aller_CL1","Catharine L. Aller",,0,0
"McDougall_C1","Catharine McDougall",,0,0
"CathedralScholaEdition1","Cathedral Schola Edition",,0,0
"ambrose_c","Catherine Ambrose",F,0,0
"Baird_C1","Catherine Baird",F,0,0
"BoothClibborn_C","Catherine Booth-Clibborn",F,1860,1955
"Johnson_CH1","Catherine H. Johnson",F,0,0
"Esling_CHW1","Catherine Harbison Waterman Esling",F,0,0
"McSorley_CM1","Catherine M. McSorley",F,0,0
"MacDougal_C1","Catherine MacDougal",F,0,0
"MacDougall_C3","Catherine MacDougall",F,0,0
"Maguire_C1","Catherine Maguire",F,0,0
"Parmenter_C1","Catherine Parmenter",F,0,0
"Pennefather_C1","Catherine Pennefather",F,1847,1893
"Verrall_C1","Catherine Verrall",F,0,0
"Winkworth_C","Catherine Winkworth",F,1827,1878
"CatholicBookPubCo1","Catholic Book Pub. Co.",U,0,0
"CatholicPublicationSociety1","Catholic Publication Society",U,0,0
"Edwards_CM1","Cathryn M. Edwards",,0,0
"Perrin_C","Cathy Perrin",F,0,0
"SkogenSoldner_C","Cathy Skogen-Soldner, b. 1956",F,0,0
"Thompson_C6","Cawthon Thompson",,0,0
"CayceTurner1","Cayce & Turner",,0,0
"Hughes_C1","Ceal Hughes",,0,0
"Corb_C","Cecil Corbett",M,0,0
"Cowdrey_C1","Cecil Cowdrey",,0,0
"Doughitt_C1","Cecil Doughitt",,0,0
"Douthitt_C1","Cecil Douthitt",,0,0
"Alexander_CF","Cecil F. Alexander",F,1818,1895
"Fisher_C5","Cecil Fisher",,0,0
"Boutflower_CH","Cecil Henry Boutflower",M,1863,1942
