personID,personName,gender,personYear,deathYear
"Clifford_CL1","C. L. Clifford",,,
"Davis_CL1","C. L. Davis",,,
"Dorrir_CL1","C. L. Dorrir",,,
"Dorris_CL1","C. L. Dorris",,,
"Downing_CL1","C. L. Downing",,,
"Eby_CL1","C. L. Eby",,,
"Elliott_CL1","C. L. Elliott",,,
"Ely_CL1","C. L. Ely",,,
"Fillmore_CL1","C. L. Fillmore",,,
"Funk_CL1","C. L. Funk",,,
"Goodencugh_CL1","C. L. Goodencugh",,,
"Hamilton_CL1","C. L. Hamilton",,,
"Jackson_CL1","C. L. Jackson",,,
"Lankford_CL1","C. L. Lankford",,,
"Lowery_CL1","C. L. Lowery",,,
"Lowry_CL2","C. L. Lowry",,,
"Lowry_CL3","C. L. Lowry",F,,
"Lowyer_CL1","C. L. Lowyer",,,
"Moore_CL1","C. L. Moore",,,
"Neuffer_CL1","C. L. Neuffer",,,
"Pendleton_CL1","C. L. Pendleton",,,
"Randolph_CL1","C. L. Randolph",,,
"Reed_CL1","C. L. Reed",,,
"Reeder_CL1","C. L. Reeder",,,
"Rice_CL1","C. L. Rice",,,
"Robinson_CL1","C. L. Robinson",,,
"Rowland_CL1","C. L. Rowland",,,
"CLS","C. L. S.",U,,
"SaintJohn_CL1","C. L. Saint John",,,
"Shacklock_CL1","C. L. Shacklock",F,,
"Sharman_CL1","C. L. Sharman",,,
"Shaw_CL1","C. L. Shaw",,,
"Siratt_CL1","C. L. Siratt",F,,
"Steinhofer_CL1","C. L. Steinhofer",,,
"Stewart_CL1","C. L. Stewart",,,
"Lieth_CLT1","C. L. T. Lieth",,,
"Thomas_CL1","C. L. Thomas",,,
"Pfall_CL1","C. L. von Pfall",,,
"Wills_CL1","C. L. Wills",,,
"Lane_C1","C. Lane",,,
"LaPrairie_C1","C. LaPrairie",,,
"Lawrence_C1","C. Lawrence",,,
"James_CL1","C. Learnce James",,,
"Leicester_C1","C. Leicester",,,
"Lewis_C2","C. Lewis",,,
"Lisk_C1","C. Lisk",,,
"Bell_CL1","C. Louise Bell",,,
"Lovingood_C1","C. Lovingood",,,
"Lundgren_C1","C. Lundgren",,,
"Babcock_CM1","C. M. Babcock",,,
"Barnes_CM1","C. M. Barnes",,,
"CMBarnes1","C. M. Barnes",,,
"CMBarnesJWKirkham1","C. M. Barnes",,,
"Battersby_CM1","C. M. Battersby",,,
"Bellman_CM1","C. M. Bellman",,,
"Bradford_CM1","C. M. Bradford",,,
"Bruening_CM1","C. M. Bruening",,,
"Burgess_CM1","C. M. Burgess",,,
"Butler_CM","C. M. Butler",,,
"CMC","C. M. C. ",U,,
"Cadell_CM1","C. M. Cadell",,,
"CMCady1","C. M. Cady",,,
"Cady_CM1","C. M. Cady",,,
"Cooley_CM1","C. M. Cooley",,,
"Dickinson_CM3","C. M. Dickinson",,,
"Dowling_CM1","C. M. Dowling",,,
"Doyle_CM1","C. M. Doyle",,,
"Fondren_CM1","C. M. Fondren",,,
"Gorton_CM1","C. M. Gorton",,,
"Hardy_CM","C. M. Hardy",U,,
"Hatch_CM1","C. M. Hatch",,,
"Hott_CM1","C. M. Hott",,,
"Huggins_CM1","C. M. Huggins",,,
"Ingalls_CM1","C. M. Ingalls",F,,
"Jacobs_CM1","C. M. Jacobs",,,
"Kelly_CM1","C. M. Kelly",,,
"McKeever_CM1","C. M. McKeever",,,
"McMillan_CM1","C. M. McMillan",,,
"Morris_CM1","C. M. Morris",,,
"Mott_CM1","C. M. Mott",,,
"Myers_CM1","C. M. Myers",,,
"Naylor_CM1","C. M. Naylor",,,
"Overbeck_CM1","C. M. Overbeck",,,
"Packard_CM2","C. M. P.",F,,
"Pullias_CM1","C. M. Pullias",,,
"Pym_CM1","C. M. Pym",F,,
"Robinson_CM1","C. M. Robinson",,,
"Rudy_CM1","C. M. Rudy",F,,
"Seamans_CM2","C. M. S.",,,
"Snow_CM1","C. M. Snow",,,
"Stone_CM1","C. M. Stone",F,,
"Striplin_CM3","C. M. Striplin",F,,
"Tate_CM1","C. M. Tate",M,,
"Taylor_CM1","C. M. Taylor",,,
"Thornton_CM1","C. M. Thornton",,,
"CMTremaine1","C. M. Tremaine",,,
"Nordhausen_CM1","C. M. von Nordhausen",,,
"Webb_CM1","C. M. Webb",,,
"Wyman_CM1","C. M. Wyman",,,
"Zorn_CM1","C. M. Zorn",,,
"MacDougall_C2","C. MacDougall",,,
"Marot_C1","C. Marot",U,,
"Jones_CM1","C. Mason Jones",,,
"Manning_CM1","C. Max Manning",,,
"May_C4","C. May",,,
"McKibbin_C1","C. McKibbin",,,
"Merkley_C1","C. Merkley",,,
"Vries_CM1","C. Michael de Vries",M,,
"Temple_CM1","C. Miss Temple",F,,
"Monroe_C1","C. Monroe",,,
"Morgan_C1","C. Morgan",,,
"Morley_C1","C. Morley",,,
"Motesicky_C1","C. Motesicky",,,
"Mulligan_C1","C. Mulligan",,,
"Murray_C2","C. Murray",,,
"Gilbert_CN1","C. N. Gilbert",,,
"Henderson_CN1","C. N. Henderson",,,
"Hostetter_CN1","C. N. Hostetter",,,
"Nelson_CN2","C. N. Nelson",,,
"Oden_CN1","C. N. Oden",,,
"Pickop_CN3","C. N. Pickop",,,
"Pickop_CN2","C. N. Pickop",F,,
"Pine_CN1","C. N. Pine",,,
"Streatfield_CN1","C. N. Streatfield",,,
"Wood_CN","C. N. Wood",U,,
"Neff_C1","C. Neff",,,
"Nelsen_C1","C. Nelsen",,,
"Nelson_C1","C. Nelson",,,
"Nichols_C1","C. Nichols",,,
"Norman_C1","C. Norman",,,
"Nottbeck_C1","C. Nottbeck",,,
"Nyren_C1","C. Nyren",,,
"Blakeslee_CO1","C. O. Blakeslee",,,
"Brohaugh_CO1","C. O. Brohaugh",,,
"Dahlen_CO2","C. O. Dahlen",,,
"Dorrough_CO1","C. O. Dorrough",,,
"Earl_CO1","C. O. Earl",,,
"Thomas_COH1","C. O. H. Thomas",,,
"Hinckley_CO","C. O. Hinckley",,,
"VanZandt_CO1","C. O. Van Zandt",,,
"Vogel_CO1","C. O. Vogel",,,
"Wright_CO2","C. O. Wright",,,
"Benham_CO1","C. Orville Benham",,,
"Ott_C1","C. Ott",,,
"Abel_CP1","C. P. Abel",,,
"C.P.B.","C. P. B.",,,
"Baker_CP1","C. P. Baker",,,
"Blair_CP1","C. P. Blair",,,
"C_CP","C. P. C.",U,,
"Cranch_CP1","C. P. Cranch",,,
"Curry_CP1","C. P. Curry",,,
"Flanders_CP1","C. P. Flanders",,,
"Gandy_CP1","C. P. Gandy",,,
"Gardner_CP1","C. P. Gardner",,,
"Hodge_CP1","C. P. Hodge",F,,
"Jacobs_CP1","C. P. Jacobs",,,
"Masden_CP1","C. P. Masden",,,
"Morrison_CP1","C. P. Morrison",,,
"Mullin_CP1","C. P. Mullin",F,,
"Smith_CA1","C. P. Smith",,,
"Smith_CP2","C. P. Smith",,,
"Swaim_CP1","C. P. Swaim",,,
"Swain_CP1","C. P. Swain",,,
"Whitford_CP","C. P. Whitford",M,,
"Palumbella_C1","C. Palumbella",,,
"Mudd_CP1","C. Patrick Mudd",,,
"Longley_CP1","C. Payson Longley",,,
"Perren_C1","C. Perren",,,
"Perrin_C3","C. Perrin",,,
"Peter_C","C. Peter",U,,
"Pflueger_C1","C. Pflueger",,,
"Conz_CP1","C. Philipp Conz",,,
"Pledger_C1","C. Pledger",,,
"Praetorius_C1","C. Praetorius",,,
"Prindle_C1","C. Prindle",,,
"Wright_CQ1","C. Q. Wright",,,
"Baker_CR1","C. R. Baker",,,
"CRBaker1","C. R. Baker",,,
"Ballou_CR2","C. R. Ballou",,,
"Ballou_CR3","C. R. Ballou",F,,
"Blackall_CR3","C. R. Blackall",F,,
"Bowen_CR1","C. R. Bowen",,,
"Curlee_CR1","C. R. Curlee",,,
"Dale_CR1","C. R. Dale",,,
"Ebey_CR1","C. R. Ebey",,,
"Followell_CR1","C. R. Followell",,,
"Freeman_CR2","C. R. Freeman",,,
"Gabriel_CR1","C. R. Gabriel",,,
"Gale_CR","C. R. Gale",M,,
"CRGibsonCo1","C. R. Gibson & Co.",U,,
"H_CR","C. R. H.",,,
"Hodge_CR1","C. R. Hodge",,,
"Vawter_CRL1","C. R. L. Vawter",M,,
"Leftwich_CR1","C. R. Leftwich",,,
"Malton_CR1","C. R. Malton",,,
"Melton_CR3","C. R. Melton",,,
"Melton_CR2","C. R. Melton",F,,
"Miller_CR1","C. R. Miller",,,
"Morris_CR1","C. R. Morris",,,
"Osbeck_CR1","C. R. Osbeck",,,
"Piwty_CR1","C. R. Piwty",,,
"Ray_CR1","C. R. Ray",,,
"Reed_CR1","C. R. Reed",,,
"Rankin_C1","C. Rankin",,,
"Reid_C2","C. Reid",,,
"Reuss_C1","C. Reuss",,,
"Rice_C1","C. Rice",F,,
"Richardt_C1","C. Richardt",,,
"Richey_C1","C. Richey",,,
"Rogberg_C1","C. Rogberg",,,
"Roth_C1","C. Roth",,,
"Rowe_C1","C. Rowe",,,
"Rudisell_C1","C. Rudisell",,,
"Runge_C1","C. Runge",,,
"Russell_C1","C. Russell",,,
"Hurditch_CR1","C. Russell Hurditch",,,
"Bailey_CS1","C. S. Bailey",,,
"Beatson_CS","C. S. Beatson",U,,
"Boyd_CS1","C. S. Boyd",,,
"Broom_CS1","C. S. Broom",,,
"Bullock_CS1","C. S. Bullock",,,
"Bullock_CS","C. S. Bullock",U,,
"Cadwallader_CS1","C. S. Cadwallader",,,
"Colburn_CS1","C. S. Colburn",,,
"Davis_CS1","C. S. Davis",,,
"Fenner_CS1","C. S. Fenner",,,
"Ferris_CS1","C. S. Ferris",,,
"CSFrancis1","C. S. Francis",,,
"CSFrancisCo1","C. S. Francis & Co.",U,,
"Grogan_CS1","C. S. Grogan",,,
"Howe_CS","C. S. H.",U,,
"Dunn_CSH1","C. S. H. Dunn",,,
"Hamilton_CS1","C. S. Hamilton",,,
"Harrington_CS4","C. S. Harrington",,,
"Holt_CS1","C. S. Holt",,,
"Hull_CS1","C. S. Hull",,,
"Kauffman_CS1","C. S. K.",,,
"M_CS","C. S. M.",,,
"McBride_CS2","C. S. McBride",,,
"Ulber_CS1","C. S. Ulber",,,
"CSVanWinkle1","C. S. Van Winkle",,,
"Wynn_CS1","C. S. Wynn",,,
"Schuchard_C1","C. Schuchard",,,
"Schuetz_C1","C. Schuetz",,,
"Schumann_C1","C. Schumann",,,
"CScribnerssons1","C. Scribner's sons",,,
"Seebach_C1","C. Seebach",,,
"Shelton_C2","C. Shelton",,,
"Shierling_C1","C. Shierling",,,
"Smith_C5","C. Smith",,,
"Southgate_C2","C. Southgate",,,
"Thoburn_CS1","C. Stanley Thoburn",,,
"Starke_C1","C. Starke",,,
"Stewart_C2","C. Stewart",,,
"StewartBesserer_C1","C. Stewart-Besserer",F,,
"Calverly_CS1","C. Stuart Calverly",,,
"Sumner_C4","C. Sumner",,,
"Bowen_CT","C. T. Bowen",U,,
"Brooke_CT1","C. T. Brooke",,,
"Carlton_CT1","C. T. Carlton",,,
"Carr_CT1","C. T. Carr",,,
"Catlin_CT1","C. T. Catlin",U,,
"Floyd_CT1","C. T. Floyd",,,
"Haines_CT1","C. T. Haines",,,
"Havens_CT1","C. T. Havens",,,
"Hollingsworth_CT1","C. T. Hollingsworth",,,
"Hyde_CT1","C. T. Hyde",,,
"Ives_CT2","C. T. Ives",,,
"Johnson_CT1","C. T. Johnson",,,
"McCormack_CT1","C. T. McCormack",,,
"Moore_CT1","C. T. Moore",,,
"Russell_CT3","C. T. Russell",F,,
"Speed_CT1","C. T. Speed",,,
"Torrey_CT1","C. T. Torrey",,,
"CTWilliamsMusicCo1","C. T. Williams Music Co.",U,,
"Tatum_C1","C. Tatum",,,
"Thompson_C5","C. Thompson",,,
"Thomson_C1","C. Thomson",,,
"Tistler_C","C. Tistler",,,
"Tower_C1","C. Tower",,,
"Trembly_C1","C. Trembly",,,
"Link_CU1","C. U. Link",,,
"Austin_CV2","C. V. Austin",,,
"Frisinger_CV","C. V. F.",,,
"Heaton_CV1","C. V. Heaton",,,
"Nichols_CV1","C. V. Nichols",,,
"Strickland_CV1","C. V. S.",M,,
"CVStrickland1","C. V. Strickland & Son",,,
"Watkins_CV1","C. V. Watkins",,,
"Waugh_CV1","C. V. Waugh",,,
"Wood_CV1","C. V. Wood",,,
"VanHorn_C1","C. Van Horn",M,,
"CVinten1","C. Vinten",,,
"Schmid_C1","C. von Schmid",,,
"Ablett_CW1","C. W. Ablett",,,
"Adams_CW1","C. W. Adams",,,
"Ainsworth_CW1","C. W. Ainsworth",,,
"Ashbough_CW1","C. W. Ashbough",,,
"Bailey_CW1","C. W. Bailey",,,
"Ballew_CW2","C. W. Ballew",,,
"Beadbeater_CW1","C. W. Beadbeater",,,
"Bellew_CW1","C. W. Bellew",,,
"Blake_CW1","C. W. Blake",,,
"Boettiger_CW1","C. W. Boettiger",,,
"Bronson_CW1","C. W. Bronson",,,
"Brown_CW1","C. W. Brown",,,
"Burton_CW1","C. W. Burton",,,
"Butler_CW1","C. W. Butler",,,
"Byron_CW1","C. W. Byron",,,
"Huntington_CWC1","C. W. C. Huntington",,,
"Carroll_CW1","C. W. Carroll",,,
"Chase_CW1","C. W. Chase",,,
"Collinge_CW2","C. W. Collinge",,,
"Combs_CW1","C. W. Combs",,,
"Cooper_CW1","C. W. Cooper",,,
"Corfe_CW","C. W. Corfe",U,,
"Crithfield_CW1","C. W. Crithfield",,,
"Denison_CW1","C. W. Denison",,,
"Dickinson_CW1","C. W. Dickinson",,,
"Duffer_CW1","C. W. Duffer",,,
"CWDunbar1","C. W. Dunbar",,,
"Dunbar_CW1","C. W. Dunbar",,,
"Bond_CWE1","C. W. E. B.",,,
"Foss_CW1","C. W. Foss",,,
"Frady_CW1","C. W. Frady",,,
"Freeman_CW1","C. W. Freeman",,,
"Garoutte_CW1","C. W. Garoutte",,,
"Hatcher_CW1","C. W. Hatcher",,,
"Hay_CW1","C. W. Hay",,,
"Hepler_CW1","C. W. Hepler",,,
"Hiser_CW1","C. W. Hiser",,,
"Holmes_CW1","C. W. Holmes",,,
"Humphreys_C","C. W. Humphreys",U,,
"James_CW1","C. W. James",,,
"Jones_CW2","C. W. Jones",,,
"Lauder_CW1","C. W. Lauder",,,
"Lawley_CW1","C. W. Lawley",,,
"Leadbeater_CW1","C. W. Leadbeater",,,
"Lyon_CW1","C. W. Lyon",,,
"Crossan_CWM1","C. W. M. Crossan",,,
"May_CW1","C. W. May",,,
"Morrison_CW1","C. W. Morrison",,,
"Nelson_CW1","C. W. Nelson",,,
"Parnell_CW1","C. W. Parnell",,,
"Penland_CW1","C. W. Penland",,,
"Power_CW1","C. W. Power",,,
"Ray_CW2","C. W. Ray",,,
"Ray_CW3","C. W. Ray",M,,
"Riley_CW1","C. W. Riley",,,
"Robbins_CW1","C. W. Robbins",,,
"Ross_CW1","C. W. Ross",,,
"Roy_CW1","C. W. Roy",,,
"Rya_CW1","C. W. Rya",,,
"Sanders_CW1","C. W. Sanders",,,
"Schaefer_CW1","C. W. Schaefer",,,
"Schaeffer_CW5","C. W. Schaeffer",,,
"ScottMoncrieff_CW1","C. W. Scott-Moncrieff",,,
"Sherwood_CW1","C. W. Sherwood",,,
"Show_CW1","C. W. Show",,,
"Smith_CW1","C. W. Smith",,,
"Stanley_CW1","C. W. Stanley",,,
"Stayner_CW1","C. W. Stayner",,,
"Stevens_CW1","C. W. Stevens",,,
"Stone_CW1","C. W. Stone",,,
"Taylor_CW1","C. W. Taylor",,,
"Teller_CW1","C. W. Teller",,,
"Thompson_CW1","C. W. Thompson",M,,
"CWThompsonCo1","C. W. Thompson & Co.",U,,
"Von_CCW1","C. W. Von Crayer",U,,
"Waggoner_CW1","C. W. Waggoner",,,
"Walker_CW1","C. W. Walker",,,
"Way_CW1","C. W. Way",,,
"Welch_CW1","C. W. Welch",,,
"Welsh_CW1","C. W. Welsh",,,
"Wiendenfald_CW1","C. W. Wiendenfald",,,
"Young_CW1","C. W. Young",,,
"Wagner_C1","C. Wagner",,,
"Warren_C1","C. Warren",F,,
"Watanabe_C1","C. Watanabe",,,
"Webb_C4","C. Webb",,,
"Weidler_C1","C. Weidler",,,
"Weisse_C1","C. Weisse",,,
"Weye_C1","C. Weye",,,
"Coombs_CW1","C. Whitney Coombs",,,
"Williams_C5","C. Williams",,,
"Wiman_C1","C. Wiman",,,
"Wonnberger_C1","C. Wonnberger",,,
"Wordsworth_C6","C. Wordsworth",,,
"Lindley_CZ","C. Z. Lindley",,,
"Zoller_C1","C. Zoller",,,
"Naylor_C","C.L. Naylor",U,,
"Shelton_CG1","Caddie G. Shelton",,,
"Malan_C","Cæsar Malan",U,,
"Calamy1","Calamy",,,
"Caldwell_W","Caldwell",M,,
"Rice_CY1","Cale Young Rice",,,
"Beck_C1","Caleb Beck",,,
"Dunn_C1","Caleb Dunn",,,
"Weeks_CS","Caleb S. Weeks",,,
"Taylor_CJ","Caleb Taylor",M,,
"Altsttter_C1","Calia Altst'tter",,,
"Altstaetter_C1","Calia Altstaetter",,,
"Altstaettler_C1","Calia Altstaettler",,,
"Sharpe_C1","Calkey Sharpe",,,
"Callcott1","Callcott",,,
"Fisk_C3","Callena Fisk",,,
"Templeman_C1","Callie Templeman",,,
"Webb_C5","Callye Webb",,,
"Busch_CA","Calvin A. Busch",M,,
"Burrell_C","Calvin Burrell",U,,
"Curtis_C1","Calvin Curtis",,,
"Pinson_CF1","Calvin F. Pinson",,,
"Rinson_CF1","Calvin F. Rinson",,,
"Waters_C1","Calvin Waters",,,
"Knight_CJ1","Camella J. Knight",,,
"Cameron1","Cameron",,,
"Sanderson_C1","Camilla Sanderson",,,
"Harrison_C","Camille Harrison",F,,
"Cooper_C1","Cammella Cooper",,,
"Campbell1","Campbell",,,
"Coyle_C1","Campbell Coyle",,,
"CanadaChristianAdvocate1","Canada Christian Advocate",,,
"CanadaChristianConference1","Canada Christian Conference",,,
"CanadianCatholicConference1","Canadian Catholic Conference",,,
"Smith_CP3","Candis P. Smith",,,
"CanfieldRobins1","Canfield & Robins",,,
"Garbett_AS1","Canon Garbett",,,
"roberts_w","Canon W. Roberts, 1842-1909",U,,
"CantateOmnesPublications1","Cantate Omnes Publications",,,
"CanterburyShakers1","Canterbury Shakers",,,
"CanyonPress1","Canyon Press",U,,
"Capers1","Capers",,,
"Carter_RN1","Capt. R. Nelson Carter",,,
"price_ca","Captain Alan Price",M,,
"Evans_CB1","Cara B. Evans",,,
"Carden_AD","Carden, Allen D.",,,
"Manning_H1","Cardinal Manning",M,,
"Boggess_C","Carey Boggess",U,,
"Blackmore_CA3","Carl A. Blackmore",M,,
"Campbell_CA1","Carl A. Campbell",M,,
"Ackerman_C1","Carl Ackerman",M,,
"CarlAsplind1","Carl Asplind",M,,
"Bailey_C1","Carl Bailey",M,,
"Boberg_C2","Carl Boberg",M,,
"Harwood_CC1","Carl C. Harwood",M,,
"CarlCWalker1","Carl C. Walker",M,,
"CarlCist","Carl Cist",U,,
"Cleveland_C1","Carl Cleveland",M,,
"Cross_C1","Carl Cross",M,,
"Ditson_C","Carl Ditson",M,,
"Backstrom_CE","Carl E. Backstrom",M,,
"Price_CF4","Carl F. Price",M,,
"Ferguson_C1","Carl Ferguson",F,,
"CarlFischer1","Carl Fischer",M,,
"Fisher_C4","Carl Fisher",M,,
"Price_CF5","Carl Fowler Price",M,,
"Hartmann_CF3","Carl Friedrick Hartmann",M,,
"Lewis_CH1","Carl H. Lewis",M,,
"CarlHammer1","Carl Hammer",M,,
"Hart_C1","Carl Hart",F,,
"Hilty_C1","Carl Hilty, 1833-1909",M,,
"Jernagan_CH1","Carl Hugh Jernagan",M,,
"Helmich_CJ1","Carl J. Helmich",M,,
"Nelson_CJ1","Carl J. Nelson",M,,
"Johengen_C","Carl Johengen",M,,
"Stam_CL","Carl L. Stam",M,,
"Maultsby_C","Carl MaultsBy",M,,
"Mueller_C","Carl Mueller",U,,
"Boget_CO1","Carl O. Boget",M,,
"Rosenius_CO1","Carl Olof Rosenius",M,,
"Reed_C2","Carl Reed",,,
"Reed_C3","Carl Reed",M,,
"Roehl_C1","Carl Roehl",M,,
"Rothe_C1","Carl Rothe",M,,
"Stovall_C1","Carl Stovall",F,,
"Sumner_C5","Carl Sumner",M,,
"Unruh_C1","Carl Unruh",M,,
"Landahl_CW","Carl W. Landahl, b. 1908",M,,
"Ramler_CW1","Carl Wilhelm Ramler",M,,
"Wiltse_C","Carl Wiltse",M,,
"Young_C3","Carl Young",M,,
"Carleton1","Carleton",,,
"Rossini_C1","Carlo Rossini",,,
"Plummer_CA3","Carlos A. Plummer",,,
"Barrentine_C1","Carlos Barrentine",,,
"Plummer_C","Carlos Plummer",M,,
"Puig_C","Carlos Puig",U,,
"Rosas_","Carlos Rosas",,,
"Swift_C1","Carlos Swift",,,
"Tewksbury_C1","Carlos Tewksbury",,,
"CarltonLanahan1","Carlton & Lanahan",,,
"CarltonPhillips1","Carlton & Phillips",,,
"CarltonPorter1","Carlton & Porter",,,
"Bradshaw_C1","Carlton Bradshaw",,,
"Burgess_C","Carlton Burgess",M,,
"Pena_C","Carmen Pena",,,
"Dugan_CA1","Caro A. Dugan",,,
"May_C5","Caro May",,,
"Browning_C1","Carol Browning, b. 1956",F,,
"Cymbala_C1","Carol Cymbala",F,,
"Greene_C","Carol Greene",F,,
"Harris_C","Carol Harris",F,,
"Sayre_CH1","Carol Hart Sayre",,,
"Appelquist_CJ1","Carol J. Appelquist",,,
"Giesbrecht_CM1","Carol M. Giesbrecht",,,
"Mayes_C","Carol Mayes",F,,
"Morgan_CMA1","Carol McAfee Morgan",,,
"McClure_C","Carol McClure",F,,
"Dahlen_CO3","Carol O. Dahlen",,,
"Ikeler_CR1","Carol Rose Ikeler, b.1920",,,
"Simmons_C1","Carol Simmons",,,
"Simms_C1","Carol Simms",,,
"Snow_C1","Carol Snow",,,
"Petter_CV","Carol Vriend Petter",F,,
"Etzler_Carole","Carole A. Etzler",F,,
"Nairne_CO1","Carolina O. Nairne",,,
"Condit_CB1","Caroline B. Condit",F,,
"Parker_CB3","Caroline B. Parker",F,,
"Howe_CD1","Caroline Dana Howe",F,,
"Mansfield_CED1","Caroline E. D. Mansfield",F,,
"Norton_CES1","Caroline E. S. Norton",F,,
"May_CE1","Caroline Elizabeth May, 1808 - 1873",F,,
"Goforth_C1","Caroline Goforth",F,,
"Griffiths_C1","Caroline Griffiths",F,,
"Dall_CH2","Caroline H. Dall",F,,
"Rhodes_CH","Caroline H. Rhodes",,,
"Hazard_C1","Caroline Hazard",F,,
"Bartlett_CJ1","Caroline J. Bartlett",F,,
"Kellogg_C1","Caroline Kellogg",F,,
"Goodenough_CL3","Caroline Leonard Goodenough",F,,
"Maude_C","Caroline Maude (Viscountess Hawarden)",F,,
"Norton_C5","Caroline Norton",F,,
"Rudolphi_C1","Caroline Rudolphi",F,,
"Alden_CS1","Caroline S. Alden",F,,
"Sawyer_C1","Caroline Sawyer",F,,
"Sewall_CW1","Caroline W. Sewall",F,,
"Weston_C1","Caroline Weston",F,,
"Nairn_C1","Caroline, Baroness of Nairn",,,
"Johnson_CB","Carolyn Beezhold Johnson",F,,
"BolgerPayne_C","Carolyn Bolger-Payne",F,,
"DesGranges_C1","Carolyn DesGranges",,,
"Freeman_CE1","Carolyn E. Freeman",,,
"Freeman_C1","Carolyn Freeman",,,
"Fritsch_C","Carolyn Fritsch",F,,
"Glover_C1","Carolyn Glover",,,
"McDade_C","Carolyn McDade",F,,
"Freeman_CR3","Carolyn R. Freeman",,,
"Carr1","Carr",F,,
"Terry_C1","Carria Terry",,,
"Hart_CA1","Carrie A. Hart",F,,
"Thomas_CA1","Carrie A. Thomas",F,,
"Adams_CB1","Carrie B. Adams",F,,
"Brown_C3","Carrie Brown",F,,
"Beck_CE1","Carrie E. Beck",F,,
"Brack_CE1","Carrie E. Brack",F,,
"Hall_CE1","Carrie E. Hall",F,,
"Koch_CE1","Carrie E. Koch",F,,
"Riedel_CE1","Carrie E. Riedel",F,,
"Roundefell_CE1","Carrie E. Roundefell",F,,
"Hardcastle_CH1","Carrie H. Hardcastle",F,,
"Butcher_CK1","Carrie K. Butcher",F,,
"Hearn_CL1","Carrie L. Hearn",F,,
"Land_C1","Carrie Land",F,,
"Bower_CL1","Carrie Lee Bower",F,,
"Bowyer_CL1","Carrie Lee Bowyer",F,,
"Flowers_CM1","Carrie M. Flowers",F,,
"Wilson_CM1","Carrie M. Wilson",F,,
"Moody_C1","Carrie Moody",F,,
"Wunder_CS1","Carrie S. Wunder",F,,
"Hamilton_CV1","Carrie V. Hamilton",F,,
"Weed_C1","Carrie Weed",F,,
"Wright_C2","Carrie Wright",F,,
"Fisher_CB1","Carroll B. Fisher",F,,
"King_CC1","Carroll C. King",,,
"Carseer1","Carseer",,,
"Carter2","Carter",,,
"Carter3","Carter",F,,
"CarterHendee1","Carter and Hendee",U,,
"CarterHendeeBabcock1","Carter, Hendee & Babcock",,,
"CarterHendeeCo1","Carter, Hendee & Co.",U,,
"Carton1","Carton",,,
"Cary1","Cary",,,
"Florio_C2","Caryl Florio",,,
"Florio_C3","Caryl Florio",,,
"Jones_CR1","Casgl. R. Jones",,,
"Casgliad1","Casgliad",,,
"Davies_C3","Casgliad Morris Davies",,,
"Davies_CM1","Casgliad Morris Davies",,,
"Cardenas_C","Casiodoro Cardenas",M,,
"Franck_C1","Caspar Franck",,,
"Fugger_C1","Caspar Fugger",,,
"Geipser_C1","Caspar Geipser",,,
"Heunisch_C1","Caspar Heunisch",,,
"Huberinus_C1","Caspar Huberinus",,,
"Melissander_C1","Caspar Melissander",,,
"Schmucker_C2","Caspar Schmucker",,,
"Schmucker_C3","Caspar Schmucker",,,
"Schuster_C1","Caspar Schuster",,,
"Warnberg_C1","Caspar von Warnberg",M,,
"Ziegler_C1","Caspar Ziegler",,,
"Braitmichel_C1","Casper Braitmichel",,,
"Schneider_C1","Casper Schneider",,,
"William_CG1","Cassie G. William",,,
"Caswall1","Caswall",,,
"Bethune_C1","Catharine Bethune",,,
"Bright_C1","Catharine Bright",,,
"Aller_CL1","Catharine L. Aller",,,
"McDougall_C1","Catharine McDougall",,,
"CathedralScholaEdition1","Cathedral Schola Edition",,,
"ambrose_c","Catherine Ambrose",F,,
"Baird_C1","Catherine Baird",F,,
"Johnson_CH1","Catherine H. Johnson",F,,
"Esling_CHW1","Catherine Harbison Waterman Esling",F,,
"McSorley_CM1","Catherine M. McSorley",F,,
"MacDougal_C1","Catherine MacDougal",F,,
"MacDougall_C3","Catherine MacDougall",F,,
"Maguire_C1","Catherine Maguire",F,,
"Parmenter_C1","Catherine Parmenter",F,,
"Verrall_C1","Catherine Verrall",F,,
"CatholicBookPubCo1","Catholic Book Pub. Co.",U,,
"CatholicPublicationSociety1","Catholic Publication Society",U,,
"Edwards_CM1","Cathryn M. Edwards",,,
"Perrin_C","Cathy Perrin",F,,
"SkogenSoldner_C","Cathy Skogen-Soldner, b. 1956",F,,
"Thompson_C6","Cawthon Thompson",,,
"CayceTurner1","Cayce & Turner",,,
"Hughes_C1","Ceal Hughes",,,
"Corb_C","Cecil Corbett",M,,
"Cowdrey_C1","Cecil Cowdrey",,,
"Doughitt_C1","Cecil Doughitt",,,
"Douthitt_C1","Cecil Douthitt",,,
"Fisher_C5","Cecil Fisher",,,
"Truesdell_CM1","Cecil M. Truesdell",,,
"Moore_C1","Cecil Moore",,,
"Jenkins_CO1","Cecil O. Jenkins",,,
"Junkins_CO1","Cecil O. Junkins",,,
"Simpson_C1","Cecil Simpson",,,
"Smith_C6","Cecil Smith",,,
"SpringRice_C1","Cecil Spring-Rice",,,
"Hartog_C","Cecile Hartog",U,,
"Havergal_C1","Cecilia Havergal",,,
"Taylor_Cecily","Cecily Taylor",F,,
