"A present and perfect salvation Is offered","A present salvation",,,"John R. Clements",,a_present_and_perfect_salvation_is_offer,
"A present God is all our strength",,,English,"Philip Doddridge",8.6.8.6,a_present_god_is_all_our_strength,
"A present help my God will be",,"Glory by and by",,"Eliza E. Hewitt",,a_present_help_my_god_will_be,
"A present help, when lowering clouds grow dark",,,,"Ella E. Miles",,a_present_help_when_lowering_clouds_grow,
"A priceless gift to men was given",,,,"Effie Stevens",,a_priceless_gift_to_men_was_given,
"A priest and King, O Christ, thou art",,,,,,a_priest_and_king_o_christ_thou_art,
"A prisoner in the house of sin",,"For Jesus saved me",,"Warner R. Cole",,a_prisoner_in_the_house_of_sin,
"A prisoner of the Lord",,,,,,a_prisoner_of_the_lord,
"A prize is set before me","The waiting crown","A crown of life immortal",,"George O. Webster",,a_prize_is_set_before_me,
"A prodigal I once did roam",,"A robe and a crown He'll give me",,"Edgar Jackson",,a_prodigal_i_once_did_roam,
"A prodigal, lone, sick and poor","When God held out His hand","Yes, God's own hand",,"Johnson Oatman",,a_prodigal_lone_sick_and_poor,
"A prodigal son had strayed","The return of the prodigal son","Go bring a ring",,"Claude C. Brady",,a_prodigal_son_had_strayed,
"A prodigal weary and sad and alone",,"Away and astray this prodigal lost",,"L. L. Pickett",,a_prodigal_weary_and_sad_and_alone,
"A profetak elhallgattak",,,,,,a_profetak_elhallgattak,
"A promise of God I have found in the Word","No separation from Him","There'll be no separation",,"Lewis E. Jones",,a_promise_of_god_i_have_found_in_the_wor,
"A prophet of the olden time","Full of boys and girls",,,,,a_prophet_of_the_olden_time,
"[A Prophet-woman broke a jar]","A Prophet-woman broke a jar",,English,"Brian Wren",,a_prophetwoman_broke_a_jar,"<i>New Beginnings</i> (Hope Publishing Company, 1993)"
"A pure heart create for me, God (Crea en mí un corazón puro)","Psalm 51: Create in Me","Create in me a clean heart, Oh God (Oh Dios, crea en mí un corazón puro)","Spanish; English","Tony Alonso",,create_in_me_crea_in_mi,
"A purple robe, a crown of thorn","A Purple Robe, a Crown of Thorn",,English,"Timothy Dudley-Smith","8.6.8.6 D",a_purple_robe_a_crown_of_thorn,
"A queen there was",,"Elizabeth, Elizabeth",,,,a_queen_there_was,
"A question comes to me today",,"If all the rest were just like you",,"Johnson Oatman",,a_question_comes_to_me_today,
"A question of deepest solemnity","Hast thou made peace with God","Having no hope, without God in the world",,"Thomas O. Chisholm",,a_question_of_deepest_solemnity,
"A quiet, childlike heart cannot be obtained",,,,,,a_quiet_childlike_heart_cannot_be_obtain,
"A quivering chord is broken",,,,"E. Gustav Johnson",,a_quivering_chord_is_broken,
"A race of slaves, from bondage sore","The only potentate",,,"James D. Gilbert",,a_race_of_slaves_from_bondage_sore,
"A race on earth, a race we run","A race on earth, a race we run",,,"James Montgomery",8.6.8.6,a_race_on_earth_a_race_we_run,
"A radiant light is dawning",,"Sunshine of love so wondrous",,"Mabel J. Rosemon",,a_radiant_light_is_dawning,
"A radiant shore of light and love","I will go, I will go","I will go, I will go",,"Mary A. Kidder",,a_radiant_shore_of_light_and_love,
"A raindrop fell on a blossom gay",,"Jesus wants us to help Him",,"Eda L. Formhals",,a_raindrop_fell_on_a_blossom_gay,
"A ransom for all is the dear Son","Eternally free","O wonderful thought",,"Elisha A. Hoffman",,a_ransom_for_all_is_the_dear_son,
"A ransom for all My Savior once came",,,,"Mary J. Helphingstine",,a_ransom_for_all_my_savior_once_came,
"A ransomed soul returns",,"All the golden bells are ringing",,"Priscilla J. Owens",,a_ransomed_soul_returns,
"A re a re tsu yu ga ki ra ki ra to","Hotoke no Mihikari",,,"Nichiyo Gakko Dojin",,a_re_a_re_tsu_yu_ga_ki_ra_ki_ra_to,
"A red rose sweet and lovely",,,,"Ada Blenkhorn",,a_red_rose_sweet_and_lovely,
"A refuge and a dwelling place",,,,"Johan Olaf Wallin",,a_refuge_and_a_dwelling_place,
"A refuge and a fortress",,,,,,a_refuge_and_a_fortress,
"A refuge for sinners, the Gospel makes known",,,,,,a_refuge_for_sinners_the_gospel_makes_kn,
"A refuge have we when the storm sweeps the skies","My refuge, hope and trust","Jesus, my hope and my trust",,"Palmer Hartsough",,a_refuge_have_we_when_the_storm_sweeps_t,
"A refuge in Jesus I've found",,,,"Grant Colfax Tullar",,a_refuge_in_jesus_ive_found,
"A refuge in Jesus my Savior",,"O wonderful refuge",,"Oswald J. Smith",,a_refuge_in_jesus_my_savior,
"A refuge sweet, a calm retreat","My Shepherd and my King","Yes, Jesus, He shall ever be",,"Clarence M. Seamans",,a_refuge_sweet_a_calm_retreat,
"A rest for the weary, a rest for the faint",,,,"J. F. Bingham",,a_rest_for_the_weary_a_rest_for_the_fain,
"A rest here have I never","A rest here have I never",,"German; English","Paul Gerhardt; John Kelly",7.6.7.6.7.6.7.6,a_rest_here_have_i_never,
"A rest remaineth for the weary",,,,"Paul Gerhardt",,a_rest_remaineth_for_the_weary,
"A rhyme, a rhyme, for Easter time",,,,,,a_rhyme_a_rhyme_for_easter_time,
"A rhyme, a rhyme, for Easter-time",,,,,,a_rhyme_a_rhyme_for_eastertime,
"A rhyme of good death's inn",,,,"Lizette W. Reese",,a_rhyme_of_good_deaths_inn,
"A Rí an Domhnaigh, tar le cabhair chugam",,,,,,a_r_an_domhnaigh_tar_le_cabhair_chugam,
"A rich amn sumptuously did fare","The rich man and Lazarus","Some fare so well",,"S. A. Day",,a_rich_amn_sumptuously_did_fare,
"A rich man was he, and his acres were broad",,"Eternity's beggar, the call he had heard",,"Vivian A. Dake",,a_rich_man_was_he_and_his_acres_were_bro,
"A rich young ruler came to Christ by night",,"Have faith in the One who can save",,"Dee Abernathy",,a_rich_young_ruler_came_to_christ_by_nig,
"[A Righteous God in Heaven Reigns]","A Righteous God in Heaven Reigns",,,"Timothy Dudley-Smith",8.8.8.8,a_righteous_god_in_heaven_reigns,"<i>A Door For the Word</i> (Hope Publishing Co., 2006)"
"A river flows whose waters clear",,,,,,a_river_flows_whose_waters_clear,
"A river of crimson flows down from the tree","Under His blood","My sins are all under the blood",,"H. E. M. Snyder",,a_river_of_crimson_flows_down_from_the_t,
"A river of love now is flowing so free",,,,"Adger M. Pace",,a_river_of_love_now_is_flowing_so_free,
"A river rolls along between","Looking and listening","I'm looking, looking on ahead",,"E. E. Pate",,a_river_rolls_along_between,
"A road there is, beginning","The Road Leads Home","And the road leads home",,"E. E. Hewitt",,a_road_there_is_beginning,
"A robe and a crown awaits us all",,,,,,a_robe_and_a_crown_awaits_us_all,
"A robe and golden crown we'll wear","In the glory land of Jesus",,,"S. P. Creasinger",,a_robe_and_golden_crown_well_wear,
"A robe of white",,,,,,a_robe_of_white,
"A robin perched on a leafless tree",Spring,,,"Willis Pelton",,a_robin_perched_on_a_leafless_tree,
"A rock and fortress is my Lord","A rock and fortress",,,"Valeria R. Lehman",,a_rock_and_fortress_is_my_lord,
"A rock in the wilderness welcomes our sires",,,,"George P. Morris",,a_rock_in_the_wilderness_welcomes_our_si,
"A rock salutes mine eye",,,,,,a_rock_salutes_mine_eye,
"A Rock that stands forever Is Christ, my","A Rock that stands for ever",,,"Paul Gerhardt",,a_rock_that_stands_forever_is_christ_my,
"A roof so tight, and a hearth so bright","Lost and found","Ah, these are what he has lost",,"A. Carey",,a_roof_so_tight_and_a_hearth_so_bright,
"A rose for father we will",,"A rose today",,"Vida Munden Nixon",,a_rose_for_father_we_will,
"A rose, most beautiful, had grown",,,,,,a_rose_most_beautiful_had_grown,
"A rose sprang up unheeded",,,,,,a_rose_sprang_up_unheeded,
"A rosebud blossomed in my bower",,,,"Asa Hull",,a_rosebud_blossomed_in_my_bower,
"A rosy crown we twine for thee",,,,,,a_rosy_crown_we_twine_for_thee,
"A royal army marching",,"Marching onward",,"Charles Hutchinson Gabriel",,a_royal_army_marching,
"A royal guest stands at the door",,"Altogether lovely",,"Johnson Oatman",,a_royal_guest_stands_at_the_door,
"A royal way we tread",,"On, ever onward",,"Elsie Duncan Yale",,a_royal_way_we_tread,
"A rugged path, that often hath  A stormy sky",,,,"Edward A. Barnes",,a_rugged_path_that_often_hath_a_stormy_s,
"A ruler came to Christ on earth",,,,,,a_ruler_came_to_christ_on_earth,
"A ruler in Judah came humbly one night",,"Ye must be born again",,"Barney Elliott Warren",,a_ruler_in_judah_came_humbly_one_night,
"A ruler once came to Jesus and said",,,,"G. W. Sederquist",,a_ruler_once_came_to_jesus_and_said,
"A ruler once came to Jesus by night ","Ye Must Be Born Again","Ye must be born again",,"William T. Sleeper",Irregular,a_ruler_once_came_to_jesus_by_night,
"A rummy, fat and sleek, stood in his retreat","Because I've cut the booze out","Say, darling, say, when I'm far away",,"Robert Matthews",,a_rummy_fat_and_sleek_stood_in_his_retre,
"A runaway lad in a distant land","Finding the lost",,,"Ella M. Robinson",,a_runaway_lad_in_a_distant_land,
"A sa na a sa na ni mi o shi e a o gi","Asa no uta",,,"T. Sugisaki",,a_sa_na_a_sa_na_ni_mi_o_shi_e_a_o_gi,
"A Sabbath well spent",,,,,,a_sabbath_well_spent,
"A Sabbath well spent brings a week of content",,,,,,a_sabbath_well_spent_brings_a_week_of_co,
"A sacred love twines around","Our heavenly home","Bravely bear your burdens",,"Lanta Wilson Smith",,a_sacred_love_twines_around,
"A sacred spring, at God's command",,,,"Philip Doddridge",,a_sacred_spring_at_gods_command,
"A sacred union we behold",,,,"Isaac N. Vanmeter",,a_sacred_union_we_behold,
"A sad and doleful care, this news",,,,"Leonard Verduin",,a_sad_and_doleful_care_this_news,
"A sad and sinful world is this",,,,Taylor,,a_sad_and_sinful_world_is_this,
"A sadness shadows every brow",,,,"Mary E. Kelley",,a_sadness_shadows_every_brow,
"A safe and secret place",,,,,,a_safe_and_secret_place,
"A safe stronghold our God is still",,,,"Thomas Carlyle; Martin Luther",,a_safe_stronghold_our_god_is_still,
"A sailor boy lay dying","The dying sailor boy",,,"C. W. Rya",,a_sailor_boy_lay_dying,
"A sailor o'er the trackless deep",,"Trusting, I am trusting",,"Eliza E. Hewitt",,a_sailor_oer_the_trackless_deep,
"A sailor once whom Jesus loved","The sailor honored",,,,,a_sailor_once_whom_jesus_loved,
"A sailor's life's a life of woe",,,,,,a_sailors_lifes_a_life_of_woe,
"A saint, and is the title mine",,,,"Mary Ann Morton",,a_saint_and_is_the_title_mine,
"A saint there was in  days of old",,,,,,a_saint_there_was_in_days_of_old,
"A saloonless nation in nineteen twenty",,"So say we, so say we, Hallelujah",,"Elisha A. Hoffman",,a_saloonless_nation_in_nineteen_twenty,
"A sand road, the cactus","The desert",,,"E. H. Leland",,a_sand_road_the_cactus,
"A sand unconscious is removed",,,,"P. S.",,a_sand_unconscious_is_removed,
"A Savior have I more precious to me",,"The closer I walk the sweeter He seems",,"Haldor Lillenas",,a_savior_have_i_more_precious_to_me,
"A savior I have, 'tis Jesus",,"Jesus on Calvary died for me",,"Herbert G. Tovey",,a_savior_i_have_tis_jesus,
"A savior is waiting to welcome you",,,,"Loula K. Rogers",,a_savior_is_waiting_to_welcome_you,
"A Savior once came from the mansions of light","Just the right Savior is Jesus","He's just the right Savior for me",,"Kittie Deason",,a_savior_once_came_from_the_mansions_of_,
"A savior who cared for the sinner","Wonderful love","It must have been wonderful love",,"Norman J. Clayton",,a_savior_who_cared_for_the_sinner,
"A savior who died our salvation to win","Is He yours","Is he yours",,"Ada R. Habershon",,a_savior_who_died_our_salvation_to_win,
"A Savior who is able to pardon all my sins",,"The gospel religion that Jesus died to bring",,"Eliza E. Hewitt",,a_savior_who_is_able_to_pardon_all_my_si,
"A savior's love from heaven",,,,"Z. M. Gibson",,a_saviors_love_from_heaven,
"A sea of deep unfathomed joy","Fully saved","I am saved, fully saved, what a rapture is mine",,"Hannah M. Richards",,a_sea_of_deep_unfathomed_joy,
"A sea of glass I saw",,,,,,a_sea_of_glass_i_saw,
"A second time Our Lord has come",,,,,,a_second_time_our_lord_has_come,
"A secret place in my heart have I",,,,"Carl A. Blackmore",,a_secret_place_in_my_heart_have_i,
"A secret place, there let me go",,,,,,a_secret_place_there_let_me_go,
"A servant of God, the apostle of old",,,,"P. Hostetter",,a_servant_of_god_the_apostle_of_old,
"A servant of Jesus am I",,"Get ready to welcome the King",,"Ernest O. Sellers",,a_servant_of_jesus_am_i,
"A servant to his master came","Would you exchange your cross","Your burden may be heavy",,,,a_servant_to_his_master_came,
"A shadow flitting on the wall",,,,,,a_shadow_flitting_on_the_wall,
"A shadow steals across the sun",,,,"James Richardson",,a_shadow_steals_across_the_sun,
"A shadow will follow us ever","The shadow is under our feet","With hearts overflowing with rapture",,"Mary B. Wingate",,a_shadow_will_follow_us_ever,
"A shape alone let others prize",,,,,,a_shape_alone_let_others_prize,
"A sheep has wandered by field and fountain",,"Calling yes, calling",,"Elijah T. Cassel",,a_sheep_has_wandered_by_field_and_founta,
"A shepherd band their flocks are keeping",,,,,,a_shepherd_band_their_flocks_are_keeping,
"A shepherd in the starlight",,"Glory to God in the highest",,"Elsie Duncan Yale",,a_shepherd_in_the_starlight,
"A shepherd kind and true",,"Why should you doubt",,"Arthur G. Brooks",,a_shepherd_kind_and_true,
"A shepherd so kindly, so gentle",,,,"Laurene Highfield",,a_shepherd_so_kindly_so_gentle,
"A shepherd walked among","The lost sheep",,,"Lois Lenski",,a_shepherd_walked_among,
"[A Shepherd With a Hundred Sheep]","A Shepherd With a Hundred Sheep",,,,8.8.6.8.8.6.6,a_shepherd_with_a_hundred_sheep,"<i>Carpenter, Why Leave the Bench</i> (Selah Publishing, 1996)"
"A shining city, one",,,,"John Drinkwater",,a_shining_city_one,
"A shining star came from afar",,,,"L. A. Coonley",,a_shining_star_came_from_afar,
"A shining world of flowers",,,,,,a_shining_world_of_flowers,
"A ship comes over the sea of time","The ship intemperance","O pray to God, who alone can save",,"Mary E. Servoss",,a_ship_comes_over_the_sea_of_time,
"A ship comes richly laden",,,"German; English","Johannes Tauler",,a_ship_comes_richly_laden,
"A ship goes sailing o'er",,"Sail on, O ship, across",,"Margaret Coote Brown",,a_ship_goes_sailing_oer,
"A ship in wind and storm was tossed",,"Father is at the wheel",,"J. W. Stockton",,a_ship_in_wind_and_storm_was_tossed,
"A ship sailed forth from yonder bay","Absent children",,,,,a_ship_sailed_forth_from_yonder_bay,
"A ship was on the mighty deep","The rescue",,,,,a_ship_was_on_the_mighty_deep,
"A ship wrecked world bestrew then shores",,,,,,a_ship_wrecked_world_bestrew_then_shores,
"A Shoot Shall Come Forth","A Shoot Shall Come Forth",,English,,Irregular,a_shoot_shall_come_forth-1,
"A shout, a shout from the sea","The free",,,,,a_shout_a_shout_from_the_sea,
"A shout from the tents of Jacob","Have we no idol","O, have we no idol",,,,a_shout_from_the_tents_of_jacob,
"A shout of mighty triumph",,,,"G. P. Grantham",,a_shout_of_mighty_triumph,
"A shout rings out, a joyful voice (Daar juicht een toon, daar klinkt een stem)","A Shout Rings Out, A Joyful Voice ",,"Dutch; English","Eduard Gerdes, 1821-1878",8.8.8.8,a_shout_rings_out_a_joyful_voice,"Tr. <i>Psalter Hymnal</i>, 1987"
"A sight of Jesus with his eyes",,,,,,a_sight_of_jesus_with_his_eyes,
"A silvery tide, called Sunny Side",,,,"William Channing Gannett",,a_silvery_tide_called_sunny_side,
"A simple-hearted child was he",,,,"A. B. Paine",,a_simplehearted_child_was_he,
"A sinful heart at Jesus' feet",,"Behold, he prays",,"E. C. Ellsworth",,a_sinful_heart_at_jesus_feet,
"A sinful man am I",,,,"Horatius Bonar",,a_sinful_man_am_i,
"A sinful one am I","I am a sinner",,,"E. M. Sanders",,a_sinful_one_am_i,
"A singing pilgrim, glad and free",,,,,,a_singing_pilgrim_glad_and_free,
"A single mind to me impart",,,,,,a_single_mind_to_me_impart,
"A single star how bright","The morning star",,,"Frederick Henry Hedge",,a_single_star_how_bright,
"A single unmatched stone","A Single Unmatched Stone",,English,"Thomas H. Troeger",6.6.6.6.8.8,a_single_unmatched_stone,
"A sinner at the mercy seat",,"I do believe, I now believe",,,,a_sinner_at_the_mercy_seat,
"A sinner deep in bondage and guilty","I just keep moving along",,,"Edward Boone",,a_sinner_deep_in_bondage_and_guilty,
"A sinner doomed and lost",,,,"Helen H. Lemmel",,a_sinner_doomed_and_lost,
"A sinner doomed to die","Saved in the old fashioned way","The old fashioned way is good enough",,"Rev. W. G. Cooper",,a_sinner_doomed_to_die,
"A sinner forgiven, I'm free from my sin",,"O glory, I'm a sinner forgiven",,"A. H. Ericsson",,a_sinner_forgiven_im_free_from_my_sin,
"A sinner from my birth I've been",,,,"William Parkinson",,a_sinner_from_my_birth_ive_been,
"A sinner, I came, for my Lord to behold","Hallelujah, bless His name","Hallelujah, O the glory, Jesus loves me",,"J. H. Kurzenknabe; William A. Ogden",,a_sinner_i_came_for_my_lord_to_behold,
"A sinner, I came, for my Lord to see","Hallelujah, bless His name","Hallelujah, O the glory, Jesus loves me",,"J. H. Kurzenknabe",,a_sinner_i_came_for_my_lord_to_see,
"A sinner, I came, my dear Lord to see","Hallelujah, bless His name","Hallelujah, O the glory, Jesus loves me",,"J. H. Kurzenknabe",,a_sinner_i_came_my_dear_lord_to_see,
"A sinner, I watched, if the Lord I'd see",,"Hallelujah, O the glory, Jesus loves me",,"J. H. Kurzenknabe",,a_sinner_i_watched_if_the_lord_id_see,
"A sinner, lonely, sick and poor","God held out His hand","Yes, God's own hand",,"Johnson Oatman",,a_sinner_lonely_sick_and_poor,
"A sinner, Lord, behold me stand","A child's confession and prayer",,,"Jane Taylor",,a_sinner_lord_behold_me_stand,
"A sinner, Lord, condemned to die",,,,,,a_sinner_lord_condemned_to_die,
"A sinner lost amid the gloom",,"Cleansed from sin",,"Fanny J. Crosby",,a_sinner_lost_amid_the_gloom,
"A sinner lost, and yet I came","He heard my prayer","I prayed in faith: He heard my prayer",,"Sallie Smith",,a_sinner_lost_and_yet_i_came,
"A sinner, lost, condemned was I",,"ôTwas Jesus' blood that ransomed me",,"Harry Dixon Loes",,a_sinner_lost_condemned_was_i,
"A sinner, lost, forsaken",,"A sinner saved by grace",,"Charles Conway",,a_sinner_lost_forsaken,
"A sinner more wretched than I",,"He's able and willing to save",,"C. Austin Miles",,a_sinner_more_wretched_than_i,
"A sinner once came to the Master","Compassion of Jesus","O, the loving compassion of Jesus",,,,a_sinner_once_came_to_the_master,
"A sinner poor I am",,"Let him come in",,"James D. Barnitz",,a_sinner_poor_i_am,
"A sinner saved by grac e! No other hope is mine",,,,,,a_sinner_saved_by_grac_e_no_other_hope_i,
"A sinner saved by grace divine",,,,"Henry J. Zelley",,a_sinner_saved_by_grace_divine,
"A sinner saved by grace divine, I surely know","A mansion there for me","O Lord, I know",,"Edward Boone",,a_sinner_saved_by_grace_divine_i_surely_,
"A sinner saved by grace, No other hope is mine",,,,,,a_sinner_saved_by_grace_no_other_hope_is,
"A sinner saved by Jesus",,,,"Eliza E. Hewitt",,a_sinner_saved_by_jesus,
"A sinner saved through Jesus' blood",,,,,,a_sinner_saved_through_jesus_blood,
"A sinner though I am",,"Low at Thy cross, my Savior",,"Isaiah Toy",,a_sinner_though_i_am,
"A sinner, to Jesus I came",,"I now have the witness",,"Maud Frazer Jackson",,a_sinner_to_jesus_i_came,
"A sinner was wandering at eventide [even tide]",,,,"William L. Thompson",,a_sinner_was_wandering_at_eventide_his,
"A sinner, who can read his case",,,,,,a_sinner_who_can_read_his_case,
"A sinner, yes, a sinner, lost undone","I'm the sinner that Jesus came to save",,,"Julia H. Johnston",,a_sinner_yes_a_sinner_lost_undone,
"A Sionnak hegyen Ur Isten",,,,,,a_sionnak_hegyen_ur_isten,
"A sky without sunlight",,,,"James Thiem",,a_sky_without_sunlight,
"A slave to sin  and shame I wandered long","Love rescued me","ôTwas love that rescued me",,"W. Dale Oldham",,a_slave_to_sin_and_shame_i_wandered_long,
"A sleepless night; the rain pours fast","My heart",,,"William Rounseville Alger",,a_sleepless_night_the_rain_pours_fast,
"A slumber I know in Jesus' name",,,,"M.B. Landstad",,a_slumber_i_know_in_jesus_name,
"A slumber in Jesus' name I know",,,,"D. G. Ristad",,a_slumber_in_jesus_name_i_know,
"A small affair the bows we wear","The red and blue ribbons","Success to all who wear the badge",,"Robert P. Kerr",,a_small_affair_the_bows_we_wear,
"A small gray bird on Christmas Day","Bird Carol",,English,"Louise Morey Bowman",,a_small_gray_bird_on_christmas_day,
"A small thing like a hazelnut",,,,"Rae E. Whitney (b. 1927)",8.6.8.6.6.6.6.8,a_small_thing_like_a_hazelnut,
"A smile every day, the kind words you say","Cheer up, just sing and smile","Just sing",,"H. J. Kurtz",,a_smile_every_day_the_kind_words_you_say,
"A smile is a ray of sunshine","Give us smiles","Then smiling and cheerful",,"H. J. Upthegrove",,a_smile_is_a_ray_of_sunshine,
"A smile that is bright",,"Then smile and bring joy",,"B. H. Hall",,a_smile_that_is_bright,
"A smile the rum-fiend's visage wore",,"And men were sleeping and dreaming",,,,a_smile_the_rumfiends_visage_wore,
"A smile will do so many things","What a smile will do","It will lighten the way",,"William C. Poole",,a_smile_will_do_so_many_things,
"A snowy robe is waiting there","Robe and palm",,,"Franklin E. Belden",,a_snowy_robe_is_waiting_there,
"A soft answer turneth wrath",,,,"Lois Lenski",,a_soft_answer_turneth_wrath,
"A soft sweet voice from Eden stealing","A voice from Eden","It is better further on",,"James L. Nicholson",,a_soft_sweet_voice_from_eden_stealing,
"A soitlight shines down",,"The heavenly spotlight",,"James Wells",,a_soitlight_shines_down,
"A solas al huerto yo voy",,"El conmigo esta, puedo oir su voz",,"Vicente Mendoza",,a_solas_al_huerto_yo_voy,
"A soldier, a soldier",,,,"J. G. Adams",,a_soldier_a_soldier,
"A soldier for Jesus, I firmly will stand",,"Pressing on, pressing on",,"H. W. Elliot",,a_soldier_for_jesus_i_firmly_will_stand,
"A soldier for Jesus I know","Ready for orders",,,"Johnson Oatman",,a_soldier_for_jesus_i_know,
"A soldier for Jesus on his death-bed lay",,,,"W. J. Birch",,a_soldier_for_jesus_on_his_deathbed_lay,
"A soldier I would be",,,,"R. H. Stilt",,a_soldier_i_would_be,
"A soldier in the army of the King of kings","I'm a Solder","I'm a soldier in the army",English,"John W. Peterson, 1921-",,a_soldier_in_the_army_of_the_king_of_kin,
"A soldier, Lord, Thou hast me made",,,,,,a_soldier_lord_thou_hast_me_made,
"A soldier of the cross am I",,,,,,a_soldier_of_the_cross_am_i,
"A soldier of the legion lay dying in Algiers;","Bingen on the Rhine",,,"Caroline E. S. Norton",,a_soldier_of_the_legion_lay_dying_in_alg,
"A soldier's course, from battles won",,,,"Thomas Gisborne",,a_soldiers_course_from_battles_won,
"A solemn march we make","Parting for Eternity",,English,,,a_solemn_march_we_make,
"A solemn silence shrines",,,,,,a_solemn_silence_shrines,
"A solemn voice from heaven",,,,,,a_solemn_voice_from_heaven,
"A solus ortus cardine",,,,"Sedulius, Coelius",,a_solus_ortus_cardine,
"A song, a joyous song to thee","A joyous song we sing","So once again a song to thee",,"W. H. Bonner",,a_song_a_joyous_song_to_thee,
"A song, a joyous song tonight",,"Away, away, the sparkling wine",,"A. W. Trask",,a_song_a_joyous_song_tonight,
"A song, a song for Canada",,"O sing, ye sons of Canada",,"John M. Whyte",,a_song_a_song_for_canada,
"A song, a song for Jesus",,"Lift up, lift up your voices",,"Mary E. Servoss",,a_song_a_song_for_jesus,
"A song, a song for water bright",,,,"George Cooper",,a_song_a_song_for_water_bright,
"A song, a song now singing","O the chanting of the lads",,,,,a_song_a_song_now_singing,
"A song, a song of cheer",,,,"John R. Clements",,a_song_a_song_of_cheer,
"A song, a song of gladness",,,,"D. M. Stone",,a_song_a_song_of_gladness,
"A song, a song of gladness, A song of thanks and praise","A Song, a Song of Gladness",,,"John Mason Neale; Saint Theodore, Studites",7.6.7.6,a_song_a_song_of_gladness_a_song_of,
"A song, a song of joy",,"He paid the price for you",,"Archibald Kenyon",,a_song_a_song_of_joy,
"A song, a song to the bubbling spring",,,,,,a_song_a_song_to_the_bubbling_spring,
"A song, a song to the crystal spring",,"As we onward flow, we will banish woe",,"Charles Walker Ray",,a_song_a_song_to_the_crystal_spring,
"A song, a song today","The world is moving on","O the world is moving on",,"Robert Lowry",,a_song_a_song_today,
"A song bursts from the starry",,,,"Philip P. Bliss",,a_song_bursts_from_the_starry,
"A song comes winging its way","In my heart","Song of love",,"B. B. Edmiaston",,a_song_comes_winging_its_way,
"A song each day along the way","Carols of glory",,,"B. B. Bateman",,a_song_each_day_along_the_way,
"A song floated down through","A song in the night","Peace, peace, peace on the earth",,"Lizzie DeArmond",,a_song_floated_down_through,
"A song for [of] the oak",,,,"E. J. Loder",,a_song_for_of_the_oak,
"A song for our banner, the watchword recall",,,,"George P. Morris",,a_song_for_our_banner_the_watchword_reca,
"A song for the day beaming o'er us",,"Yes, this is the Fourth of July",,,,a_song_for_the_day_beaming_oer_us,
"A song for the fountain","The gushing fountain","Come, come, come with me",,,,a_song_for_the_fountain,
"A song for the school",,"Then shout for the school",,,,a_song_for_the_school,
"A song for the school, the Sunday school","A song for the Sunday school","Then shout for the school",,"J. N. McElligott",,a_song_for_the_school_the_sunday_school,
"A song, I'll sing to you, of men",,"O the church is moving on",,"L. J. Coppin",,a_song_ill_sing_to_you_of_men,
"A song in honor to thy name, our grateful voices",,,,"Franklin L. Eiland",,a_song_in_honor_to_thy_name_our_grateful,
"A song is heard on every hand","He saves me",,,"C. L. Dorris",,a_song_is_heard_on_every_hand,
"A song is in my heart today, for all my sins are","A song in my heart","O song of love, O song sublime",,"Harriet E. Jones",,a_song_is_in_my_heart_today_for_all_my_s,
"A song is in my heart today, It gladdens",,"Now unto the King eternal, immortal, invisible",,"Eliza E. Hewitt",,a_song_is_in_my_heart_today_it_gladdens,
"A song is in my heart today, It gladdens every",,"Now unto the King eternal, immortal, invisible",,"Eliza E. Hewitt",,a_song_is_in_my_heart_today_it_gladdens_,
"A song is ringing deep in my soul","This song in my soul","This happy song down in my soul",,"Adger M. Pace",,a_song_is_ringing_deep_in_my_soul,
"A song is ringing in my soul",,"Forgiven, forgiven, my heart is singing",,"Charles Hutchinson Gabriel",,a_song_is_ringing_in_my_soul,
"A song my heart is singing",,"I know that Jesus loves me",,"Grace R. Atkins",,a_song_my_heart_is_singing,
"A song of a white throne circled",,,,"M. Gilmore",,a_song_of_a_white_throne_circled,
"A song of endless praise belongs",,,,,,a_song_of_endless_praise_belongs,
"A song of gladness, for though",,,,,,a_song_of_gladness_for_though,
"A song of gladness I am ainging",,"Since Jesus",,"John M. Henson",,a_song_of_gladness_i_am_ainging,
"A song of glorious victory","The ranks are filling in","One by one",,"Elisha A. Hoffman",,a_song_of_glorious_victory,
"A song of gratitude begin",,,,,,a_song_of_gratitude_begin,
"A song of heavenly melody",,,,"Lizzie DeArmond",,a_song_of_heavenly_melody,
"A song of joy I sing today","I have been redeemed","Redeemed, redeemed, my soul has been redeemed",,"Robert Lowe Fletcher",,a_song_of_joy_i_sing_today,
"A song of joy pervades the air",,"Glory, glory in the highest",,"George C. Hugg",,a_song_of_joy_pervades_the_air,
"A song of joy to all the earth",,"O Christmastide",,"R. F. R. Bell",,a_song_of_joy_to_all_the_earth,
"A song of joy unto the Lord we sing",,,,"George Wither",,a_song_of_joy_unto_the_lord_we_sing,
"A song of love, to Thee above",,"We trust in Thee",,"Farel Hart",,a_song_of_love_to_thee_above,
"A song of praise today we raise",,"In glad acclaim exalt His name",,"Ada Blenkhorn",,a_song_of_praise_today_we_raise,
"A song of praise will ring one day",,"I want to sing that glad new song",,"J. R. Baxter",,a_song_of_praise_will_ring_one_day,
"A song of redemption rings over the earth",,"Salvation, salvation",,"George Rittenhouse",,a_song_of_redemption_rings_over_the_eart,
"A song of rejoicing is thrilling my soul",,"A song of rejoicing is mine",,"James Rowe",,a_song_of_rejoicing_is_thrilling_my_soul,
